Code,variable,value
3766,Non_sch_quals_Bchelr_Degree_M,74
3767,Non_sch_quals_Bchelr_Degree_M,81
3770,Non_sch_quals_Bchelr_Degree_M,69
3775,Non_sch_quals_Bchelr_Degree_M,112
3777,Non_sch_quals_Bchelr_Degree_M,325
3778,Non_sch_quals_Bchelr_Degree_M,8
3779,Non_sch_quals_Bchelr_Degree_M,12
3781,Non_sch_quals_Bchelr_Degree_M,100
3782,Non_sch_quals_Bchelr_Degree_M,290
3783,Non_sch_quals_Bchelr_Degree_M,62
3785,Non_sch_quals_Bchelr_Degree_M,0
3786,Non_sch_quals_Bchelr_Degree_M,123
3787,Non_sch_quals_Bchelr_Degree_M,79
3788,Non_sch_quals_Bchelr_Degree_M,124
3789,Non_sch_quals_Bchelr_Degree_M,22
3791,Non_sch_quals_Bchelr_Degree_M,112
3792,Non_sch_quals_Bchelr_Degree_M,56
3793,Non_sch_quals_Bchelr_Degree_M,111
3795,Non_sch_quals_Bchelr_Degree_M,34
3796,Non_sch_quals_Bchelr_Degree_M,267
3797,Non_sch_quals_Bchelr_Degree_M,68
3799,Non_sch_quals_Bchelr_Degree_M,136
3800,Non_sch_quals_Bchelr_Degree_M,20
3802,Non_sch_quals_Bchelr_Degree_M,1133
3803,Non_sch_quals_Bchelr_Degree_M,362
3804,Non_sch_quals_Bchelr_Degree_M,262
3805,Non_sch_quals_Bchelr_Degree_M,1704
3806,Non_sch_quals_Bchelr_Degree_M,1879
3807,Non_sch_quals_Bchelr_Degree_M,205
3808,Non_sch_quals_Bchelr_Degree_M,152
3809,Non_sch_quals_Bchelr_Degree_M,57
3810,Non_sch_quals_Bchelr_Degree_M,765
3812,Non_sch_quals_Bchelr_Degree_M,51
3813,Non_sch_quals_Bchelr_Degree_M,22
3814,Non_sch_quals_Bchelr_Degree_M,32
3815,Non_sch_quals_Bchelr_Degree_M,55
3816,Non_sch_quals_Bchelr_Degree_M,30
3818,Non_sch_quals_Bchelr_Degree_M,274
3820,Non_sch_quals_Bchelr_Degree_M,478
3821,Non_sch_quals_Bchelr_Degree_M,79
3822,Non_sch_quals_Bchelr_Degree_M,22
3823,Non_sch_quals_Bchelr_Degree_M,51
3824,Non_sch_quals_Bchelr_Degree_M,111
3825,Non_sch_quals_Bchelr_Degree_M,320
3831,Non_sch_quals_Bchelr_Degree_M,42
3832,Non_sch_quals_Bchelr_Degree_M,11
3833,Non_sch_quals_Bchelr_Degree_M,9
3835,Non_sch_quals_Bchelr_Degree_M,13
3840,Non_sch_quals_Bchelr_Degree_M,277
3842,Non_sch_quals_Bchelr_Degree_M,158
3844,Non_sch_quals_Bchelr_Degree_M,774
3847,Non_sch_quals_Bchelr_Degree_M,23
3850,Non_sch_quals_Bchelr_Degree_M,410
3851,Non_sch_quals_Bchelr_Degree_M,70
3852,Non_sch_quals_Bchelr_Degree_M,21
3854,Non_sch_quals_Bchelr_Degree_M,32
3856,Non_sch_quals_Bchelr_Degree_M,22
3857,Non_sch_quals_Bchelr_Degree_M,9
3858,Non_sch_quals_Bchelr_Degree_M,37
3859,Non_sch_quals_Bchelr_Degree_M,14
3860,Non_sch_quals_Bchelr_Degree_M,131
3862,Non_sch_quals_Bchelr_Degree_M,56
3864,Non_sch_quals_Bchelr_Degree_M,4
3865,Non_sch_quals_Bchelr_Degree_M,7
3869,Non_sch_quals_Bchelr_Degree_M,32
3870,Non_sch_quals_Bchelr_Degree_M,41
3871,Non_sch_quals_Bchelr_Degree_M,77
3873,Non_sch_quals_Bchelr_Degree_M,7
3874,Non_sch_quals_Bchelr_Degree_M,7
3875,Non_sch_quals_Bchelr_Degree_M,368
3878,Non_sch_quals_Bchelr_Degree_M,19
3880,Non_sch_quals_Bchelr_Degree_M,103
3882,Non_sch_quals_Bchelr_Degree_M,24
3885,Non_sch_quals_Bchelr_Degree_M,35
3886,Non_sch_quals_Bchelr_Degree_M,5
3887,Non_sch_quals_Bchelr_Degree_M,3
3888,Non_sch_quals_Bchelr_Degree_M,92
3889,Non_sch_quals_Bchelr_Degree_M,4
3890,Non_sch_quals_Bchelr_Degree_M,3
3891,Non_sch_quals_Bchelr_Degree_M,3
3892,Non_sch_quals_Bchelr_Degree_M,38
3895,Non_sch_quals_Bchelr_Degree_M,10
3896,Non_sch_quals_Bchelr_Degree_M,8
3898,Non_sch_quals_Bchelr_Degree_M,21
3900,Non_sch_quals_Bchelr_Degree_M,0
3902,Non_sch_quals_Bchelr_Degree_M,8
3903,Non_sch_quals_Bchelr_Degree_M,9
3904,Non_sch_quals_Bchelr_Degree_M,51
3909,Non_sch_quals_Bchelr_Degree_M,134
3910,Non_sch_quals_Bchelr_Degree_M,487
3911,Non_sch_quals_Bchelr_Degree_M,82
3912,Non_sch_quals_Bchelr_Degree_M,295
3913,Non_sch_quals_Bchelr_Degree_M,78
3915,Non_sch_quals_Bchelr_Degree_M,144
3916,Non_sch_quals_Bchelr_Degree_M,35
3918,Non_sch_quals_Bchelr_Degree_M,66
3919,Non_sch_quals_Bchelr_Degree_M,29
3920,Non_sch_quals_Bchelr_Degree_M,21
3921,Non_sch_quals_Bchelr_Degree_M,7
3922,Non_sch_quals_Bchelr_Degree_M,215
3923,Non_sch_quals_Bchelr_Degree_M,26
3925,Non_sch_quals_Bchelr_Degree_M,109
3926,Non_sch_quals_Bchelr_Degree_M,206
3927,Non_sch_quals_Bchelr_Degree_M,96
3928,Non_sch_quals_Bchelr_Degree_M,39
3929,Non_sch_quals_Bchelr_Degree_M,72
3930,Non_sch_quals_Bchelr_Degree_M,1180
3931,Non_sch_quals_Bchelr_Degree_M,811
3933,Non_sch_quals_Bchelr_Degree_M,46
3934,Non_sch_quals_Bchelr_Degree_M,802
3936,Non_sch_quals_Bchelr_Degree_M,277
3937,Non_sch_quals_Bchelr_Degree_M,139
3938,Non_sch_quals_Bchelr_Degree_M,98
3939,Non_sch_quals_Bchelr_Degree_M,246
3940,Non_sch_quals_Bchelr_Degree_M,74
3941,Non_sch_quals_Bchelr_Degree_M,321
3942,Non_sch_quals_Bchelr_Degree_M,98
3943,Non_sch_quals_Bchelr_Degree_M,118
3944,Non_sch_quals_Bchelr_Degree_M,65
3945,Non_sch_quals_Bchelr_Degree_M,28
3950,Non_sch_quals_Bchelr_Degree_M,100
3951,Non_sch_quals_Bchelr_Degree_M,33
3953,Non_sch_quals_Bchelr_Degree_M,201
3954,Non_sch_quals_Bchelr_Degree_M,18
3956,Non_sch_quals_Bchelr_Degree_M,57
3957,Non_sch_quals_Bchelr_Degree_M,7
3958,Non_sch_quals_Bchelr_Degree_M,14
3959,Non_sch_quals_Bchelr_Degree_M,25
3960,Non_sch_quals_Bchelr_Degree_M,84
3962,Non_sch_quals_Bchelr_Degree_M,19
3965,Non_sch_quals_Bchelr_Degree_M,3
3966,Non_sch_quals_Bchelr_Degree_M,16
3971,Non_sch_quals_Bchelr_Degree_M,65
3975,Non_sch_quals_Bchelr_Degree_M,563
3976,Non_sch_quals_Bchelr_Degree_M,618
3977,Non_sch_quals_Bchelr_Degree_M,1572
3978,Non_sch_quals_Bchelr_Degree_M,27
3979,Non_sch_quals_Bchelr_Degree_M,18
3980,Non_sch_quals_Bchelr_Degree_M,29
3981,Non_sch_quals_Bchelr_Degree_M,43
3984,Non_sch_quals_Bchelr_Degree_M,50
3987,Non_sch_quals_Bchelr_Degree_M,14
3988,Non_sch_quals_Bchelr_Degree_M,13
3991,Non_sch_quals_Bchelr_Degree_M,4
3992,Non_sch_quals_Bchelr_Degree_M,13
3995,Non_sch_quals_Bchelr_Degree_M,195
3996,Non_sch_quals_Bchelr_Degree_M,201
3000,Non_sch_quals_Bchelr_Degree_F,2870
3002,Non_sch_quals_Bchelr_Degree_F,819
3003,Non_sch_quals_Bchelr_Degree_F,449
3004,Non_sch_quals_Bchelr_Degree_F,1196
3005,Non_sch_quals_Bchelr_Degree_F,84
3006,Non_sch_quals_Bchelr_Degree_F,1763
3008,Non_sch_quals_Bchelr_Degree_F,628
3010,Non_sch_quals_Bchelr_Degree_F,66
3011,Non_sch_quals_Bchelr_Degree_F,1688
3012,Non_sch_quals_Bchelr_Degree_F,1787
3013,Non_sch_quals_Bchelr_Degree_F,1390
3015,Non_sch_quals_Bchelr_Degree_F,1461
3016,Non_sch_quals_Bchelr_Degree_F,1350
3018,Non_sch_quals_Bchelr_Degree_F,749
3019,Non_sch_quals_Bchelr_Degree_F,375
3020,Non_sch_quals_Bchelr_Degree_F,1734
3021,Non_sch_quals_Bchelr_Degree_F,1831
3022,Non_sch_quals_Bchelr_Degree_F,94
3023,Non_sch_quals_Bchelr_Degree_F,3380
3024,Non_sch_quals_Bchelr_Degree_F,726
3025,Non_sch_quals_Bchelr_Degree_F,438
3026,Non_sch_quals_Bchelr_Degree_F,0
3027,Non_sch_quals_Bchelr_Degree_F,285
3028,Non_sch_quals_Bchelr_Degree_F,1402
3029,Non_sch_quals_Bchelr_Degree_F,3527
3030,Non_sch_quals_Bchelr_Degree_F,4741
3031,Non_sch_quals_Bchelr_Degree_F,2225
3032,Non_sch_quals_Bchelr_Degree_F,2556
3033,Non_sch_quals_Bchelr_Degree_F,744
3034,Non_sch_quals_Bchelr_Degree_F,695
3036,Non_sch_quals_Bchelr_Degree_F,385
3037,Non_sch_quals_Bchelr_Degree_F,2424
3038,Non_sch_quals_Bchelr_Degree_F,1431
3039,Non_sch_quals_Bchelr_Degree_F,1380
3040,Non_sch_quals_Bchelr_Degree_F,2352
3041,Non_sch_quals_Bchelr_Degree_F,871
3042,Non_sch_quals_Bchelr_Degree_F,836
3043,Non_sch_quals_Bchelr_Degree_F,812
3044,Non_sch_quals_Bchelr_Degree_F,1761
3045,Non_sch_quals_Bchelr_Degree_F,8
3046,Non_sch_quals_Bchelr_Degree_F,1549
3047,Non_sch_quals_Bchelr_Degree_F,426
3048,Non_sch_quals_Bchelr_Degree_F,418
3049,Non_sch_quals_Bchelr_Degree_F,390
3051,Non_sch_quals_Bchelr_Degree_F,1534
3052,Non_sch_quals_Bchelr_Degree_F,654
3053,Non_sch_quals_Bchelr_Degree_F,1816
3054,Non_sch_quals_Bchelr_Degree_F,1369
3055,Non_sch_quals_Bchelr_Degree_F,1452
3056,Non_sch_quals_Bchelr_Degree_F,3081
3057,Non_sch_quals_Bchelr_Degree_F,1248
3058,Non_sch_quals_Bchelr_Degree_F,2695
3059,Non_sch_quals_Bchelr_Degree_F,565
3060,Non_sch_quals_Bchelr_Degree_F,485
3061,Non_sch_quals_Bchelr_Degree_F,106
3062,Non_sch_quals_Bchelr_Degree_F,0
3063,Non_sch_quals_Bchelr_Degree_F,34
3064,Non_sch_quals_Bchelr_Degree_F,2076
3065,Non_sch_quals_Bchelr_Degree_F,1258
3066,Non_sch_quals_Bchelr_Degree_F,719
3067,Non_sch_quals_Bchelr_Degree_F,629
3068,Non_sch_quals_Bchelr_Degree_F,2612
3070,Non_sch_quals_Bchelr_Degree_F,2976
3071,Non_sch_quals_Bchelr_Degree_F,1844
3072,Non_sch_quals_Bchelr_Degree_F,2384
3073,Non_sch_quals_Bchelr_Degree_F,2543
3074,Non_sch_quals_Bchelr_Degree_F,600
3075,Non_sch_quals_Bchelr_Degree_F,584
3076,Non_sch_quals_Bchelr_Degree_F,1206
3078,Non_sch_quals_Bchelr_Degree_F,1250
3079,Non_sch_quals_Bchelr_Degree_F,1677
3081,Non_sch_quals_Bchelr_Degree_F,909
3082,Non_sch_quals_Bchelr_Degree_F,1578
3083,Non_sch_quals_Bchelr_Degree_F,1937
3084,Non_sch_quals_Bchelr_Degree_F,2438
3085,Non_sch_quals_Bchelr_Degree_F,1128
3086,Non_sch_quals_Bchelr_Degree_F,50
3087,Non_sch_quals_Bchelr_Degree_F,592
3088,Non_sch_quals_Bchelr_Degree_F,1912
3089,Non_sch_quals_Bchelr_Degree_F,733
3090,Non_sch_quals_Bchelr_Degree_F,125
3091,Non_sch_quals_Bchelr_Degree_F,85
3093,Non_sch_quals_Bchelr_Degree_F,332
3094,Non_sch_quals_Bchelr_Degree_F,769
3095,Non_sch_quals_Bchelr_Degree_F,2327
3096,Non_sch_quals_Bchelr_Degree_F,112
3097,Non_sch_quals_Bchelr_Degree_F,115
3099,Non_sch_quals_Bchelr_Degree_F,370
3101,Non_sch_quals_Bchelr_Degree_F,3057
3102,Non_sch_quals_Bchelr_Degree_F,729
3103,Non_sch_quals_Bchelr_Degree_F,1793
3104,Non_sch_quals_Bchelr_Degree_F,2227
3105,Non_sch_quals_Bchelr_Degree_F,918
3106,Non_sch_quals_Bchelr_Degree_F,1559
3107,Non_sch_quals_Bchelr_Degree_F,1150
3108,Non_sch_quals_Bchelr_Degree_F,1728
3109,Non_sch_quals_Bchelr_Degree_F,2371
3111,Non_sch_quals_Bchelr_Degree_F,1025
3113,Non_sch_quals_Bchelr_Degree_F,763
3114,Non_sch_quals_Bchelr_Degree_F,319
3115,Non_sch_quals_Bchelr_Degree_F,261
3116,Non_sch_quals_Bchelr_Degree_F,442
3121,Non_sch_quals_Bchelr_Degree_F,3740
3122,Non_sch_quals_Bchelr_Degree_F,3111
3123,Non_sch_quals_Bchelr_Degree_F,1859
3124,Non_sch_quals_Bchelr_Degree_F,2467
3125,Non_sch_quals_Bchelr_Degree_F,1260
3126,Non_sch_quals_Bchelr_Degree_F,962
3127,Non_sch_quals_Bchelr_Degree_F,2205
3128,Non_sch_quals_Bchelr_Degree_F,1753
3129,Non_sch_quals_Bchelr_Degree_F,1608
3130,Non_sch_quals_Bchelr_Degree_F,2758
3131,Non_sch_quals_Bchelr_Degree_F,1786
3132,Non_sch_quals_Bchelr_Degree_F,1379
3133,Non_sch_quals_Bchelr_Degree_F,1762
3134,Non_sch_quals_Bchelr_Degree_F,2321
3135,Non_sch_quals_Bchelr_Degree_F,1424
3136,Non_sch_quals_Bchelr_Degree_F,2479
3137,Non_sch_quals_Bchelr_Degree_F,571
3138,Non_sch_quals_Bchelr_Degree_F,984
3139,Non_sch_quals_Bchelr_Degree_F,476
3140,Non_sch_quals_Bchelr_Degree_F,712
3141,Non_sch_quals_Bchelr_Degree_F,3045
3142,Non_sch_quals_Bchelr_Degree_F,1803
3143,Non_sch_quals_Bchelr_Degree_F,1292
3144,Non_sch_quals_Bchelr_Degree_F,1398
3145,Non_sch_quals_Bchelr_Degree_F,2479
3146,Non_sch_quals_Bchelr_Degree_F,3171
3147,Non_sch_quals_Bchelr_Degree_F,1336
3148,Non_sch_quals_Bchelr_Degree_F,678
3149,Non_sch_quals_Bchelr_Degree_F,3069
3150,Non_sch_quals_Bchelr_Degree_F,5319
3151,Non_sch_quals_Bchelr_Degree_F,889
3152,Non_sch_quals_Bchelr_Degree_F,2350
3153,Non_sch_quals_Bchelr_Degree_F,1007
3154,Non_sch_quals_Bchelr_Degree_F,214
3155,Non_sch_quals_Bchelr_Degree_F,1063
3156,Non_sch_quals_Bchelr_Degree_F,1824
3158,Non_sch_quals_Bchelr_Degree_F,503
3159,Non_sch_quals_Bchelr_Degree_F,156
3160,Non_sch_quals_Bchelr_Degree_F,575
3161,Non_sch_quals_Bchelr_Degree_F,1919
3162,Non_sch_quals_Bchelr_Degree_F,1862
3163,Non_sch_quals_Bchelr_Degree_F,3402
3165,Non_sch_quals_Bchelr_Degree_F,2145
3166,Non_sch_quals_Bchelr_Degree_F,2042
3167,Non_sch_quals_Bchelr_Degree_F,625
3168,Non_sch_quals_Bchelr_Degree_F,1531
3169,Non_sch_quals_Bchelr_Degree_F,1156
3170,Non_sch_quals_Bchelr_Degree_F,1311
3171,Non_sch_quals_Bchelr_Degree_F,836
3172,Non_sch_quals_Bchelr_Degree_F,980
3173,Non_sch_quals_Bchelr_Degree_F,913
3174,Non_sch_quals_Bchelr_Degree_F,1510
3175,Non_sch_quals_Bchelr_Degree_F,1930
3177,Non_sch_quals_Bchelr_Degree_F,247
3178,Non_sch_quals_Bchelr_Degree_F,2155
3179,Non_sch_quals_Bchelr_Degree_F,370
3180,Non_sch_quals_Bchelr_Degree_F,426
3181,Non_sch_quals_Bchelr_Degree_F,2510
3182,Non_sch_quals_Bchelr_Degree_F,2993
3183,Non_sch_quals_Bchelr_Degree_F,2288
3184,Non_sch_quals_Bchelr_Degree_F,2177
3185,Non_sch_quals_Bchelr_Degree_F,1429
3186,Non_sch_quals_Bchelr_Degree_F,2372
3187,Non_sch_quals_Bchelr_Degree_F,1625
3188,Non_sch_quals_Bchelr_Degree_F,1587
3189,Non_sch_quals_Bchelr_Degree_F,455
3190,Non_sch_quals_Bchelr_Degree_F,867
3191,Non_sch_quals_Bchelr_Degree_F,961
3192,Non_sch_quals_Bchelr_Degree_F,1551
3193,Non_sch_quals_Bchelr_Degree_F,1842
3194,Non_sch_quals_Bchelr_Degree_F,946
3195,Non_sch_quals_Bchelr_Degree_F,2622
3196,Non_sch_quals_Bchelr_Degree_F,1535
3197,Non_sch_quals_Bchelr_Degree_F,590
3198,Non_sch_quals_Bchelr_Degree_F,744
3199,Non_sch_quals_Bchelr_Degree_F,2598
3200,Non_sch_quals_Bchelr_Degree_F,79
3201,Non_sch_quals_Bchelr_Degree_F,633
3202,Non_sch_quals_Bchelr_Degree_F,199
3204,Non_sch_quals_Bchelr_Degree_F,2769
3205,Non_sch_quals_Bchelr_Degree_F,1251
3206,Non_sch_quals_Bchelr_Degree_F,1326
3207,Non_sch_quals_Bchelr_Degree_F,1840
3211,Non_sch_quals_Bchelr_Degree_F,41
3212,Non_sch_quals_Bchelr_Degree_F,616
3214,Non_sch_quals_Bchelr_Degree_F,364
3215,Non_sch_quals_Bchelr_Degree_F,863
3216,Non_sch_quals_Bchelr_Degree_F,3482
3217,Non_sch_quals_Bchelr_Degree_F,101
3218,Non_sch_quals_Bchelr_Degree_F,991
3219,Non_sch_quals_Bchelr_Degree_F,844
3220,Non_sch_quals_Bchelr_Degree_F,1415
3221,Non_sch_quals_Bchelr_Degree_F,416
3222,Non_sch_quals_Bchelr_Degree_F,519
3223,Non_sch_quals_Bchelr_Degree_F,294
3224,Non_sch_quals_Bchelr_Degree_F,454
3225,Non_sch_quals_Bchelr_Degree_F,350
3226,Non_sch_quals_Bchelr_Degree_F,939
3227,Non_sch_quals_Bchelr_Degree_F,365
3228,Non_sch_quals_Bchelr_Degree_F,1234
3230,Non_sch_quals_Bchelr_Degree_F,202
3231,Non_sch_quals_Bchelr_Degree_F,123
3232,Non_sch_quals_Bchelr_Degree_F,81
3233,Non_sch_quals_Bchelr_Degree_F,113
3235,Non_sch_quals_Bchelr_Degree_F,21
3236,Non_sch_quals_Bchelr_Degree_F,20
3237,Non_sch_quals_Bchelr_Degree_F,29
3238,Non_sch_quals_Bchelr_Degree_F,14
3239,Non_sch_quals_Bchelr_Degree_F,20
3240,Non_sch_quals_Bchelr_Degree_F,129
3241,Non_sch_quals_Bchelr_Degree_F,96
3242,Non_sch_quals_Bchelr_Degree_F,38
3243,Non_sch_quals_Bchelr_Degree_F,40
3249,Non_sch_quals_Bchelr_Degree_F,110
3250,Non_sch_quals_Bchelr_Degree_F,332
3251,Non_sch_quals_Bchelr_Degree_F,17
3254,Non_sch_quals_Bchelr_Degree_F,10
3260,Non_sch_quals_Bchelr_Degree_F,162
3264,Non_sch_quals_Bchelr_Degree_F,74
3265,Non_sch_quals_Bchelr_Degree_F,124
3266,Non_sch_quals_Bchelr_Degree_F,109
3267,Non_sch_quals_Bchelr_Degree_F,12
3268,Non_sch_quals_Bchelr_Degree_F,100
3269,Non_sch_quals_Bchelr_Degree_F,51
3270,Non_sch_quals_Bchelr_Degree_F,3
3272,Non_sch_quals_Bchelr_Degree_F,66
3273,Non_sch_quals_Bchelr_Degree_F,6
3274,Non_sch_quals_Bchelr_Degree_F,20
3275,Non_sch_quals_Bchelr_Degree_F,14
3276,Non_sch_quals_Bchelr_Degree_F,20
3277,Non_sch_quals_Bchelr_Degree_F,80
3278,Non_sch_quals_Bchelr_Degree_F,17
3280,Non_sch_quals_Bchelr_Degree_F,1478
3281,Non_sch_quals_Bchelr_Degree_F,91
3282,Non_sch_quals_Bchelr_Degree_F,100
3283,Non_sch_quals_Bchelr_Degree_F,60
3284,Non_sch_quals_Bchelr_Degree_F,213
3285,Non_sch_quals_Bchelr_Degree_F,71
3286,Non_sch_quals_Bchelr_Degree_F,14
3287,Non_sch_quals_Bchelr_Degree_F,23
3289,Non_sch_quals_Bchelr_Degree_F,23
3292,Non_sch_quals_Bchelr_Degree_F,6
3293,Non_sch_quals_Bchelr_Degree_F,15
3294,Non_sch_quals_Bchelr_Degree_F,35
3300,Non_sch_quals_Bchelr_Degree_F,490
3301,Non_sch_quals_Bchelr_Degree_F,107
3302,Non_sch_quals_Bchelr_Degree_F,21
3303,Non_sch_quals_Bchelr_Degree_F,14
3304,Non_sch_quals_Bchelr_Degree_F,49
3305,Non_sch_quals_Bchelr_Degree_F,460
3309,Non_sch_quals_Bchelr_Degree_F,8
3310,Non_sch_quals_Bchelr_Degree_F,6
3311,Non_sch_quals_Bchelr_Degree_F,61
3312,Non_sch_quals_Bchelr_Degree_F,32
3314,Non_sch_quals_Bchelr_Degree_F,46
3315,Non_sch_quals_Bchelr_Degree_F,59
3317,Non_sch_quals_Bchelr_Degree_F,19
3318,Non_sch_quals_Bchelr_Degree_F,41
3319,Non_sch_quals_Bchelr_Degree_F,13
3321,Non_sch_quals_Bchelr_Degree_F,65
3324,Non_sch_quals_Bchelr_Degree_F,17
3325,Non_sch_quals_Bchelr_Degree_F,28
3328,Non_sch_quals_Bchelr_Degree_F,68
3329,Non_sch_quals_Bchelr_Degree_F,17
3330,Non_sch_quals_Bchelr_Degree_F,10
3331,Non_sch_quals_Bchelr_Degree_F,187
3332,Non_sch_quals_Bchelr_Degree_F,29
3333,Non_sch_quals_Bchelr_Degree_F,29
3334,Non_sch_quals_Bchelr_Degree_F,23
3335,Non_sch_quals_Bchelr_Degree_F,35
3337,Non_sch_quals_Bchelr_Degree_F,959
3338,Non_sch_quals_Bchelr_Degree_F,470
3340,Non_sch_quals_Bchelr_Degree_F,739
3341,Non_sch_quals_Bchelr_Degree_F,72
3342,Non_sch_quals_Bchelr_Degree_F,131
3345,Non_sch_quals_Bchelr_Degree_F,57
3350,Non_sch_quals_Bchelr_Degree_F,3494
3351,Non_sch_quals_Bchelr_Degree_F,309
3352,Non_sch_quals_Bchelr_Degree_F,693
3355,Non_sch_quals_Bchelr_Degree_F,450
3356,Non_sch_quals_Bchelr_Degree_F,430
3357,Non_sch_quals_Bchelr_Degree_F,243
3360,Non_sch_quals_Bchelr_Degree_F,39
3361,Non_sch_quals_Bchelr_Degree_F,49
3363,Non_sch_quals_Bchelr_Degree_F,133
3364,Non_sch_quals_Bchelr_Degree_F,107
3370,Non_sch_quals_Bchelr_Degree_F,58
3371,Non_sch_quals_Bchelr_Degree_F,35
3373,Non_sch_quals_Bchelr_Degree_F,46
3374,Non_sch_quals_Bchelr_Degree_F,30
3375,Non_sch_quals_Bchelr_Degree_F,4
3377,Non_sch_quals_Bchelr_Degree_F,285
3378,Non_sch_quals_Bchelr_Degree_F,32
3379,Non_sch_quals_Bchelr_Degree_F,23
3380,Non_sch_quals_Bchelr_Degree_F,177
3381,Non_sch_quals_Bchelr_Degree_F,61
3384,Non_sch_quals_Bchelr_Degree_F,27
3385,Non_sch_quals_Bchelr_Degree_F,21
3387,Non_sch_quals_Bchelr_Degree_F,14
3388,Non_sch_quals_Bchelr_Degree_F,25
3390,Non_sch_quals_Bchelr_Degree_F,38
3391,Non_sch_quals_Bchelr_Degree_F,7
3392,Non_sch_quals_Bchelr_Degree_F,12
3393,Non_sch_quals_Bchelr_Degree_F,75
3395,Non_sch_quals_Bchelr_Degree_F,11
3396,Non_sch_quals_Bchelr_Degree_F,24
3400,Non_sch_quals_Bchelr_Degree_F,616
3401,Non_sch_quals_Bchelr_Degree_F,207
3407,Non_sch_quals_Bchelr_Degree_F,15
3409,Non_sch_quals_Bchelr_Degree_F,58
3412,Non_sch_quals_Bchelr_Degree_F,9
3413,Non_sch_quals_Bchelr_Degree_F,9
3414,Non_sch_quals_Bchelr_Degree_F,46
3418,Non_sch_quals_Bchelr_Degree_F,112
3419,Non_sch_quals_Bchelr_Degree_F,54
3420,Non_sch_quals_Bchelr_Degree_F,9
3423,Non_sch_quals_Bchelr_Degree_F,10
3424,Non_sch_quals_Bchelr_Degree_F,35
3427,Non_sch_quals_Bchelr_Degree_F,79
3428,Non_sch_quals_Bchelr_Degree_F,27
3429,Non_sch_quals_Bchelr_Degree_F,1556
3430,Non_sch_quals_Bchelr_Degree_F,13
3431,Non_sch_quals_Bchelr_Degree_F,229
3433,Non_sch_quals_Bchelr_Degree_F,14
3434,Non_sch_quals_Bchelr_Degree_F,190
3435,Non_sch_quals_Bchelr_Degree_F,135
3437,Non_sch_quals_Bchelr_Degree_F,547
3438,Non_sch_quals_Bchelr_Degree_F,146
3440,Non_sch_quals_Bchelr_Degree_F,133
3441,Non_sch_quals_Bchelr_Degree_F,115
3442,Non_sch_quals_Bchelr_Degree_F,543
3444,Non_sch_quals_Bchelr_Degree_F,441
3446,Non_sch_quals_Bchelr_Degree_F,31
3447,Non_sch_quals_Bchelr_Degree_F,26
3448,Non_sch_quals_Bchelr_Degree_F,32
3450,Non_sch_quals_Bchelr_Degree_F,474
3451,Non_sch_quals_Bchelr_Degree_F,245
3453,Non_sch_quals_Bchelr_Degree_F,101
3458,Non_sch_quals_Bchelr_Degree_F,106
3460,Non_sch_quals_Bchelr_Degree_F,199
3461,Non_sch_quals_Bchelr_Degree_F,269
3462,Non_sch_quals_Bchelr_Degree_F,52
3463,Non_sch_quals_Bchelr_Degree_F,168
3464,Non_sch_quals_Bchelr_Degree_F,45
3465,Non_sch_quals_Bchelr_Degree_F,223
3467,Non_sch_quals_Bchelr_Degree_F,36
3468,Non_sch_quals_Bchelr_Degree_F,7
3469,Non_sch_quals_Bchelr_Degree_F,22
3472,Non_sch_quals_Bchelr_Degree_F,42
3475,Non_sch_quals_Bchelr_Degree_F,6
3477,Non_sch_quals_Bchelr_Degree_F,12
3478,Non_sch_quals_Bchelr_Degree_F,89
3480,Non_sch_quals_Bchelr_Degree_F,49
3482,Non_sch_quals_Bchelr_Degree_F,22
3483,Non_sch_quals_Bchelr_Degree_F,36
3485,Non_sch_quals_Bchelr_Degree_F,7
3490,Non_sch_quals_Bchelr_Degree_F,32
3491,Non_sch_quals_Bchelr_Degree_F,18
3494,Non_sch_quals_Bchelr_Degree_F,12
3496,Non_sch_quals_Bchelr_Degree_F,168
3498,Non_sch_quals_Bchelr_Degree_F,183
3500,Non_sch_quals_Bchelr_Degree_F,1194
3501,Non_sch_quals_Bchelr_Degree_F,70
3505,Non_sch_quals_Bchelr_Degree_F,132
3507,Non_sch_quals_Bchelr_Degree_F,19
3509,Non_sch_quals_Bchelr_Degree_F,11
3512,Non_sch_quals_Bchelr_Degree_F,20
3515,Non_sch_quals_Bchelr_Degree_F,42
3516,Non_sch_quals_Bchelr_Degree_F,33
3517,Non_sch_quals_Bchelr_Degree_F,37
3518,Non_sch_quals_Bchelr_Degree_F,31
3520,Non_sch_quals_Bchelr_Degree_F,0
3521,Non_sch_quals_Bchelr_Degree_F,24
3522,Non_sch_quals_Bchelr_Degree_F,22
3523,Non_sch_quals_Bchelr_Degree_F,100
3525,Non_sch_quals_Bchelr_Degree_F,54
3527,Non_sch_quals_Bchelr_Degree_F,27
3530,Non_sch_quals_Bchelr_Degree_F,14
3531,Non_sch_quals_Bchelr_Degree_F,13
3533,Non_sch_quals_Bchelr_Degree_F,27
3537,Non_sch_quals_Bchelr_Degree_F,57
3540,Non_sch_quals_Bchelr_Degree_F,13
3542,Non_sch_quals_Bchelr_Degree_F,8
3544,Non_sch_quals_Bchelr_Degree_F,13
