Code,Area sqkm,Tot_P_M,Tot_P_F,Tot_P_P,R_Tot_Total,O_Tot_Total,0-9F,0-9M,10-19F,10-19M,20-29F,20-29M,30-39F,30-39M,40-49F,40-49M,50-59F,50-59M,60-69F,60-69M,70-79F,70-79M,80-89F,80-89M,90+F,90+M,Median_Tot_fam_inc_weekly,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,A,B
3300,198.337,4856,5248,10104,1036,2938,1098,1150,1330,1542,1080,1042,1012,1004,1366,1180,1502,1314,1214,1206,950,774,375,221,97,29,1213,71,46,44,93,258,490,198,302,1148,572,151.0,453.0
3301,1428.73,841,806,1647,75,476,236,236,256,258,98,116,176,164,270,262,270,286,182,218,72,98,24,18,3,4,1389,9,12,3,10,53,107,60,62,183,88,,10.0
3302,578.165,284,270,554,34,166,76,84,94,82,44,28,50,48,90,98,68,86,68,82,34,42,8,6,0,3,1304,0,3,3,3,13,21,11,19,52,26,,7.0
3303,593.396,221,197,418,23,134,42,66,74,64,30,36,38,48,84,64,46,58,62,52,18,44,0,5,0,0,1125,0,0,0,0,9,14,5,14,47,25,,6.0
3304,1401.55,1214,1260,2474,204,751,300,266,354,326,220,200,284,272,332,314,394,426,290,352,178,184,71,37,13,6,1088,0,8,5,10,13,49,35,62,261,163,25.0,81.0
3305,474.358,6354,6297,12651,1247,3536,1458,1552,1672,1908,1174,1208,1544,1452,1888,1886,1942,1974,1374,1478,874,814,269,188,64,30,1263,39,38,33,93,255,460,217,363,1550,758,164.0,618.0
3309,747.748,119,103,222,9,66,12,24,42,42,12,12,20,24,30,56,30,32,24,24,30,18,3,3,0,0,1016,0,0,0,4,3,8,4,7,29,8,,2.0
3310,163.215,183,181,364,15,131,42,16,58,52,6,36,22,18,62,52,70,64,48,60,32,56,7,7,3,0,1034,0,3,3,0,0,6,11,7,36,26,4.0,13.0
3311,226.782,858,906,1764,127,573,164,146,192,260,110,96,124,126,228,218,266,222,268,264,254,236,80,69,22,5,881,3,3,7,8,22,61,24,44,168,101,6.0,58.0
3312,2569.24,482,465,947,52,290,140,128,112,124,36,54,128,78,148,182,108,166,146,116,62,92,22,12,3,0,1043,3,3,0,3,19,32,22,29,88,56,8.0,22.0
3314,1567.45,398,380,778,51,218,112,146,108,100,72,60,96,94,116,108,116,114,92,110,34,44,7,7,0,3,1104,3,6,0,6,13,46,41,29,89,43,,6.0
3315,1311.49,818,837,1655,113,531,146,196,228,208,110,124,140,136,222,232,276,288,190,226,172,136,75,42,20,3,969,8,0,0,12,25,59,33,46,175,100,13.0,19.0
3317,835.643,172,143,315,21,107,34,44,22,40,24,24,46,26,34,42,60,62,38,54,20,38,6,7,0,0,844,0,0,0,0,3,19,5,15,36,14,,6.0
3318,498.822,471,505,976,96,305,110,92,110,112,66,86,78,70,148,114,142,140,118,140,118,104,50,33,9,9,1163,4,3,0,5,17,41,20,31,88,61,10.0,10.0
3319,332.117,166,158,324,24,115,34,32,6,54,42,18,38,24,18,38,84,70,40,50,36,26,7,9,3,0,1156,0,0,0,0,3,13,11,11,29,19,,2.0
3321,199.467,595,587,1182,35,356,160,174,190,190,104,114,156,134,214,218,178,180,98,122,46,52,11,3,3,0,1518,7,5,3,13,32,65,35,50,166,81,,21.0
3324,543.311,293,266,559,38,203,54,44,52,66,34,22,30,50,72,76,98,102,98,118,54,80,17,12,3,3,772,0,4,0,0,10,17,8,26,55,30,4.0,12.0
3325,537.027,274,239,513,49,171,50,68,48,76,36,30,40,54,56,78,86,90,68,76,68,46,11,15,3,0,1078,3,3,0,0,12,28,13,21,45,27,14.0,11.0
3328,13.1126,737,743,1480,20,445,208,260,236,196,114,124,200,172,276,272,222,218,168,162,42,54,10,8,0,0,1503,13,4,7,18,41,68,36,46,182,106,1.0,13.0
3329,256.709,158,158,316,23,85,42,36,36,58,54,22,32,42,46,36,52,54,32,42,12,24,0,3,0,0,1016,0,3,5,4,7,17,11,11,43,17,1.0,2.0
3330,377.278,228,205,433,30,132,62,62,28,70,6,36,54,36,58,62,68,70,78,68,40,40,9,8,0,0,1072,0,3,0,3,5,10,8,10,54,30,,5.0
3331,208.084,2077,2115,4192,139,1178,682,738,554,650,444,390,612,620,646,620,520,496,394,398,176,154,75,38,26,6,1595,14,31,25,41,110,187,119,149,530,275,11.0,65.0
3332,88.3269,489,461,950,36,260,168,142,128,184,86,80,104,114,180,180,138,148,72,80,32,34,7,7,0,0,1421,5,4,3,5,16,29,19,38,124,57,2.0,7.0
3333,210.844,371,367,738,42,229,108,122,96,100,62,50,88,96,124,100,116,122,88,102,34,42,9,4,0,0,1229,8,4,4,3,17,29,22,21,93,51,20.0,36.0
3334,291.865,253,237,490,22,152,64,60,74,68,6,32,58,64,90,74,74,82,54,78,32,40,11,0,0,4,1201,3,5,4,4,12,23,11,17,59,31,1.0,8.0
3335,95.6675,940,821,1761,143,439,176,174,222,252,252,242,196,258,228,244,290,310,204,288,60,96,7,5,0,3,1118,3,0,3,3,16,35,25,36,169,84,26.0,237.0
3337,154.914,15704,16169,31873,2663,7901,4968,5096,4458,4644,5142,4802,4870,4794,4312,4032,4178,3792,2720,2772,1008,1094,286,176,55,15,1316,139,99,85,142,564,959,630,942,3411,2083,610.0,2159.0
3338,110.963,7787,8016,15803,1421,3898,2334,2418,1970,2182,2520,2420,2342,2390,2028,1900,2202,1944,1432,1442,680,586,212,127,51,19,1259,72,75,33,64,302,470,303,432,1663,1025,240.0,969.0
3340,552.475,8851,9144,17995,1298,4891,2434,2552,2648,2832,2052,2024,2334,2128,2804,2746,2514,2380,1870,1814,924,826,302,176,52,23,1459,120,104,70,164,480,739,454,670,2036,1022,208.0,841.0
3341,429.671,787,735,1522,36,465,174,198,248,272,76,128,200,174,310,304,230,244,164,188,50,54,7,6,3,0,1668,17,14,12,17,36,72,42,65,214,74,7.0,16.0
3342,364.46,1530,1595,3125,194,932,390,454,416,490,282,252,366,320,558,464,406,436,366,356,238,184,62,46,22,6,1236,14,19,17,26,64,131,73,102,371,189,22.0,142.0
3345,124.209,610,609,1219,45,390,136,152,166,182,88,80,158,116,224,206,208,200,160,196,56,62,11,13,0,0,1434,8,16,7,13,35,57,31,53,154,70,3.0,30.0
3350,118.332,26016,28325,54341,6457,13785,6710,6952,7426,7642,8562,8124,7038,6568,7586,6820,7234,6594,5322,4792,3572,2848,1302,748,298,98,1365,688,666,510,779,2521,3494,1482,2084,5014,3065,1036.0,3868.0
3351,1852.73,3997,3723,7720,223,2389,950,1104,1100,1306,542,586,926,860,1322,1236,1202,1266,922,1024,364,456,55,70,7,8,1208,31,40,35,68,176,309,196,285,906,437,43.0,133.0
3352,1808.71,7491,7137,14628,534,4374,2026,2094,2132,2184,1364,1392,1902,1830,2280,2326,2124,2258,1586,1892,590,732,119,122,16,15,1406,112,132,86,173,448,693,371,507,1791,817,100.0,306.0
3355,30.1079,6161,6859,13020,1828,3223,1614,1680,1720,1750,1636,1630,1362,1372,1612,1456,1660,1436,1670,1302,1382,1078,449,270,82,40,979,71,80,67,98,314,450,247,340,1174,708,277.0,1093.0
3356,17.8841,6790,7542,14332,1716,3588,1890,1920,1948,1972,2218,2208,1904,1770,1862,1652,1696,1436,1516,1304,1126,840,398,214,64,25,1032,40,39,40,87,227,430,231,374,1489,934,272.0,1104.0
3357,23.604,1595,1650,3245,155,969,452,484,432,488,320,322,410,348,508,460,516,454,370,402,186,168,44,31,9,0,1533,59,56,39,68,185,243,99,149,331,166,24.0,99.0
3360,495.0,425,368,793,57,258,88,86,72,108,54,34,86,84,108,120,128,176,124,134,56,62,7,19,3,3,1053,5,3,4,3,10,39,21,33,108,50,,11.0
3361,877.94,453,474,927,71,273,120,96,90,152,64,54,94,86,120,110,136,152,122,130,90,74,42,25,14,0,981,3,3,0,13,12,49,25,38,83,44,3.0,8.0
3363,103.022,1606,1697,3303,268,959,432,392,390,456,286,306,364,374,440,392,508,428,436,452,280,278,98,59,30,8,1170,32,31,27,36,89,133,96,139,366,191,31.0,127.0
3364,517.125,1023,1011,2034,85,646,286,264,226,228,136,158,226,236,316,240,344,402,304,302,120,160,32,28,0,0,1218,27,25,7,34,75,107,52,94,233,107,6.0,39.0
3370,186.257,812,844,1656,103,544,168,190,206,224,110,130,160,142,232,174,334,272,220,256,160,158,40,38,8,0,867,6,12,12,19,32,58,34,45,168,94,12.0,42.0
3371,450.717,624,573,1197,49,402,128,104,140,170,86,90,80,90,184,170,230,274,166,186,94,114,20,24,0,0,930,6,10,3,6,21,35,22,41,135,72,10.0,19.0
3373,567.635,879,932,1811,118,625,212,192,172,202,120,98,148,132,246,222,290,268,354,378,160,180,59,38,22,5,921,3,5,3,13,35,46,32,59,187,98,13.0,98.0
3374,167.561,304,266,570,20,170,58,54,60,88,38,64,54,66,100,92,112,104,82,98,26,28,0,8,0,0,1375,4,4,3,5,19,30,19,16,69,34,,
3375,433.794,117,131,248,11,93,22,16,34,26,0,6,36,30,32,30,42,52,52,54,18,20,10,3,0,0,990,0,3,0,5,8,4,6,14,31,13,,6.0
3377,509.44,4437,4246,8683,786,2382,1002,1016,1042,1112,818,896,896,1026,1162,1310,1126,1320,1066,1106,752,714,263,172,51,14,1097,27,31,29,64,167,285,179,251,840,544,278.0,529.0
3378,708.629,157,169,326,13,105,42,30,52,38,38,16,36,34,56,54,58,66,30,36,24,30,3,8,0,0,969,0,5,0,3,10,32,9,20,37,11,1.0,2.0
3379,1155.96,299,286,585,38,194,56,74,62,66,24,42,80,50,70,66,102,108,96,80,42,76,14,13,6,6,828,0,8,0,8,15,23,7,21,50,11,5.0,9.0
3380,92.7229,2983,3167,6150,637,1782,686,748,740,788,576,654,688,644,860,804,834,842,812,760,566,436,240,124,45,22,1078,16,18,27,39,87,177,110,173,652,361,162.0,239.0
3381,1318.84,500,478,978,98,294,64,74,94,124,70,68,118,84,124,110,204,188,178,214,72,90,16,20,0,4,1125,8,7,9,8,44,61,39,49,120,55,11.0,37.0
3384,1538.12,412,418,830,28,276,92,66,118,144,62,46,66,60,138,110,152,166,144,152,44,54,10,10,0,3,994,3,4,0,6,14,27,17,35,111,59,3.0,8.0
3385,751.639,319,271,590,19,191,60,78,70,78,30,46,68,48,86,82,128,148,52,92,30,44,9,12,0,0,1189,0,0,5,8,8,21,15,28,67,29,1.0,4.0
3387,853.373,184,149,333,12,110,30,52,36,32,24,26,38,24,50,46,48,80,50,58,12,34,4,6,0,0,946,0,0,3,4,7,14,9,12,22,16,1.0,
3388,414.151,282,267,549,19,196,34,78,92,84,20,40,50,46,72,82,72,76,72,72,56,54,20,18,11,0,1011,3,0,0,3,7,25,14,18,67,22,11.0,12.0
3390,476.009,504,487,991,80,297,128,146,126,144,62,68,86,88,126,118,128,168,148,136,98,96,28,23,7,0,993,0,5,8,7,18,38,28,31,80,50,8.0,21.0
3391,707.237,146,115,261,16,77,40,46,30,36,6,20,24,24,46,32,28,50,42,42,0,32,7,6,0,0,1031,0,0,0,0,0,7,7,9,25,12,7.0,15.0
3392,664.468,329,338,667,28,213,72,78,72,86,44,42,50,48,90,88,100,86,80,126,78,66,37,20,9,0,892,0,0,0,8,8,12,10,25,64,41,5.0,3.0
3393,1189.62,1344,1401,2745,227,861,268,296,326,336,228,226,244,204,360,360,454,416,330,368,282,266,127,98,27,10,1019,12,9,9,20,43,75,49,79,264,162,42.0,104.0
3395,1985.08,325,316,641,38,199,80,58,92,88,36,66,60,48,70,86,114,126,90,76,58,58,15,19,0,3,1156,5,0,0,0,7,11,5,24,55,43,2.0,8.0
3396,3.2452,265,291,556,33,186,38,40,56,74,32,36,32,42,88,70,80,94,70,78,80,54,40,21,13,0,1176,0,0,3,5,9,24,3,20,55,26,5.0,12.0
3400,23.8294,6849,7436,14285,1741,3927,1754,1928,1828,1828,1830,1846,1756,1614,1778,1684,1902,1714,1548,1380,1294,1036,498,294,94,38,1177,88,71,52,120,327,616,326,485,1485,882,460.0,1674.0
3401,4757.78,2329,2197,4526,192,1325,584,596,764,784,280,302,506,440,742,810,692,750,502,546,244,318,36,52,4,4,1344,18,18,13,61,89,207,132,190,520,248,23.0,47.0
3407,342.497,173,155,328,32,110,36,34,50,56,18,24,16,24,60,54,48,50,38,54,38,30,4,3,0,3,1171,3,0,3,6,8,15,6,14,26,14,,10.0
3409,1911.51,537,541,1078,55,344,122,116,132,90,76,62,90,108,174,156,198,250,98,146,82,74,48,31,8,4,1290,4,5,6,13,27,58,29,43,84,49,11.0,18.0
3412,0.943277,102,115,217,12,86,8,12,32,20,12,6,10,12,46,46,20,22,48,50,34,36,10,3,0,0,850,3,0,0,3,5,9,4,5,16,10,12.0,11.0
3413,793.98,135,118,253,27,60,54,24,30,32,6,34,40,38,34,42,24,50,20,24,24,32,0,0,0,0,1307,0,0,0,3,3,9,9,16,20,16,,2.0
3414,442.214,806,856,1662,119,548,178,174,212,208,116,114,154,160,190,188,274,266,210,228,190,174,70,41,25,10,961,5,4,8,14,21,46,26,46,157,76,25.0,25.0
3418,2867.46,1401,1398,2799,224,852,320,322,336,414,236,262,274,238,392,358,368,408,314,366,254,254,109,78,42,12,1099,14,8,6,20,54,112,36,80,247,152,8.0,56.0
3419,1161.58,525,536,1061,77,333,110,132,140,166,80,74,86,104,168,132,136,156,128,146,104,84,46,25,14,3,989,0,6,7,4,16,54,13,33,111,67,12.0,24.0
3420,2250.25,169,134,303,15,97,34,50,46,36,32,44,20,30,26,58,44,62,40,32,20,20,3,4,0,0,1260,0,3,0,3,3,9,4,3,29,15,,5.0
3423,968.201,324,308,632,38,179,78,84,66,84,34,48,50,52,78,66,112,130,74,88,54,50,27,23,8,0,735,0,0,3,3,0,10,11,8,49,30,13.0,24.0
3424,1050.16,367,367,734,48,235,78,114,94,60,42,52,80,58,88,92,114,96,108,124,58,80,34,25,6,4,955,4,3,6,7,3,35,4,16,53,44,11.0,23.0
3427,67.7507,1205,1070,2275,147,674,216,290,280,348,294,346,258,290,368,334,380,410,234,252,82,118,10,12,4,0,1408,10,6,7,8,38,79,52,66,307,150,40.0,83.0
3428,33.6845,333,318,651,21,180,90,66,86,98,72,60,66,68,118,104,88,108,84,100,26,32,4,15,0,0,1478,8,5,0,3,13,27,17,27,90,19,9.0,30.0
3429,192.934,16881,17694,34575,2167,9407,4578,5078,5028,5214,4728,4438,4768,4498,5628,5042,4856,4414,2992,2906,1636,1494,494,316,93,23,1648,221,195,164,306,962,1556,982,1324,4179,2174,392.0,1024.0
3430,99.7281,225,208,433,25,118,64,54,34,60,24,30,58,48,84,92,66,62,62,52,18,48,6,3,0,0,1633,4,8,0,9,14,13,8,12,49,17,,14.0
3431,83.3496,1831,1922,3753,102,1115,538,516,626,566,396,386,392,372,740,608,590,594,372,430,120,122,30,29,5,4,1837,45,39,25,56,133,229,149,164,487,223,16.0,59.0
3433,53.8405,175,146,321,9,80,44,44,52,76,18,42,44,28,64,66,28,42,32,52,6,0,3,0,0,0,1978,3,4,0,4,11,14,14,9,34,20,1.0,5.0
3434,81.2234,2182,2230,4412,174,1265,676,664,654,728,400,382,642,494,692,742,608,588,480,478,200,232,48,27,6,0,1573,26,29,32,44,99,190,133,174,563,239,36.0,115.0
3435,262.605,1370,1336,2706,120,818,326,334,344,438,216,224,318,288,438,396,488,470,326,412,116,136,37,19,13,3,1448,21,14,10,29,82,135,71,122,330,140,12.0,64.0
3437,184.825,4255,4443,8698,461,2351,1168,1308,1378,1386,764,766,1088,962,1558,1304,1234,1234,990,934,406,436,123,80,28,9,1890,101,93,73,137,412,547,308,413,966,425,41.0,160.0
3438,26.2247,1149,1231,2380,86,640,438,434,382,400,196,192,380,312,404,346,224,238,232,214,90,100,36,26,22,5,1753,29,16,31,34,105,146,69,107,248,127,7.0,40.0
3440,38.9733,962,902,1864,66,582,240,300,212,264,130,146,226,196,300,292,322,312,214,284,116,90,19,20,3,0,1835,36,26,22,46,103,133,81,103,186,86,3.0,42.0
3441,34.0177,685,636,1321,46,402,138,202,146,186,66,80,138,112,212,210,236,228,228,230,82,90,7,15,6,3,1881,31,33,20,34,122,115,54,65,97,43,2.0,12.0
3442,332.965,3495,3694,7189,382,2108,998,976,956,1072,452,470,856,718,1396,1222,1130,1124,902,888,374,382,127,57,37,11,1768,138,120,69,143,403,543,243,332,691,305,35.0,175.0
3444,861.716,4136,4358,8494,676,2474,984,1040,1094,1060,672,658,964,930,1344,1180,1320,1180,1188,1254,652,616,188,160,61,17,1286,84,90,51,113,301,441,241,303,941,484,84.0,350.0
3446,3.03278,325,287,612,33,174,60,52,92,136,46,98,76,50,110,88,74,98,76,68,22,40,8,8,0,3,1171,6,16,7,12,26,31,16,16,66,36,49.0,14.0
3447,46.8733,231,232,463,18,164,68,62,44,60,24,14,52,52,94,52,90,98,70,72,6,40,8,5,0,0,985,5,7,3,7,21,26,11,26,45,25,1.0,8.0
3448,152.6,340,330,670,13,240,54,76,80,80,38,54,76,34,114,110,136,160,86,102,48,48,11,8,3,0,1170,9,8,6,18,19,32,21,30,76,50,4.0,18.0
3450,19.0529,3112,3639,6751,721,2063,702,760,742,812,484,480,676,556,992,826,1046,922,1020,784,832,640,305,191,86,31,1051,112,103,69,171,280,474,194,250,554,333,115.0,248.0
3451,299.51,2573,2232,4805,238,1425,490,492,624,622,296,560,500,716,782,806,746,856,638,688,266,298,51,48,11,5,1159,44,60,44,89,171,245,145,194,521,249,16.0,79.0
3453,171.692,789,760,1549,71,488,178,166,208,252,118,120,144,124,246,196,296,308,190,262,112,112,12,18,3,0,1177,17,16,12,19,56,101,59,67,177,76,4.0,19.0
3458,134.591,857,857,1714,94,564,194,188,154,198,64,130,174,156,304,252,292,270,282,302,132,136,43,36,15,5,1195,26,31,7,36,77,106,54,68,192,90,7.0,46.0
3460,15.7277,1138,1427,2565,340,769,282,244,264,228,168,180,282,206,442,342,528,414,404,372,248,186,95,48,24,7,1015,38,41,11,46,121,199,94,124,208,112,46.0,148.0
3461,678.939,1977,1977,3954,233,1268,454,502,376,432,248,230,488,404,686,634,726,704,616,672,218,284,57,46,14,0,1004,53,61,38,87,197,269,107,179,404,177,13.0,68.0
3462,249.44,515,474,989,68,339,90,100,110,138,56,68,88,68,140,144,194,224,154,150,88,98,15,19,0,0,981,13,13,10,16,48,52,31,34,101,55,14.0,20.0
3463,596.176,1393,1461,2854,158,978,212,282,320,326,168,188,234,208,468,326,580,552,526,520,240,242,69,63,18,7,1054,30,35,18,39,101,168,102,124,353,162,13.0,63.0
3464,215.522,582,561,1143,58,350,118,148,164,182,78,64,108,122,158,176,178,196,154,138,106,90,25,23,4,0,960,9,0,6,15,16,45,18,28,141,75,10.0,21.0
3465,270.217,4207,4442,8649,892,2609,928,1024,970,1074,696,656,838,808,1128,964,1210,1142,1342,1286,958,948,322,232,85,24,866,15,16,21,52,134,223,131,226,1018,495,165.0,446.0
3467,150.317,648,616,1264,116,401,122,136,124,144,106,68,128,134,142,148,162,188,218,240,150,164,32,30,7,7,776,4,3,8,9,23,36,26,34,121,70,23.0,26.0
3468,152.469,123,113,236,7,78,12,40,32,32,18,12,12,18,44,38,50,32,30,34,18,20,6,9,0,0,1012,0,0,0,4,3,7,5,8,21,12,,9.0
3469,511.865,218,201,419,18,152,52,46,44,40,18,18,36,50,40,58,72,74,66,92,38,46,17,7,0,0,794,3,3,3,3,12,22,14,10,35,23,9.0,8.0
3472,366.11,740,665,1405,97,510,118,136,124,126,84,78,112,64,158,216,222,244,272,330,172,208,24,32,10,7,710,3,7,4,5,21,42,21,28,164,83,11.0,45.0
3475,370.539,158,142,300,15,102,32,32,26,26,30,32,12,32,34,38,56,72,40,60,26,16,13,5,0,0,789,3,3,0,0,5,6,3,3,30,19,12.0,18.0
3477,832.296,216,180,396,15,137,36,44,48,50,6,18,34,30,64,58,66,76,66,92,32,54,5,0,0,4,774,0,3,3,6,9,12,6,13,54,24,,
3478,1011.17,1516,1513,3029,244,984,314,290,400,392,204,272,282,256,348,376,436,454,490,490,276,320,116,75,22,17,910,7,6,8,20,43,89,48,84,326,158,90.0,78.0
3480,1004.54,840,854,1694,130,529,170,216,226,260,98,106,144,146,230,198,250,246,232,242,174,152,71,50,20,6,989,5,0,7,16,36,49,17,44,180,99,16.0,27.0
3482,1547.12,244,211,455,16,137,78,82,68,48,24,36,30,58,72,58,54,64,56,72,28,60,7,5,0,0,1105,0,0,0,0,3,22,11,9,45,21,9.0,5.0
3483,3.73738,328,334,662,60,206,66,80,80,100,50,50,70,46,82,88,74,52,114,126,64,60,26,22,8,5,1068,0,0,3,8,16,36,13,16,78,28,2.0,24.0
3485,1.25673,94,97,191,15,69,18,12,30,42,0,6,12,6,24,30,30,28,46,32,24,18,6,6,0,0,944,0,3,0,0,3,7,0,3,22,18,2.0,
3490,11415.93,554,531,1085,101,308,120,128,104,146,62,96,104,102,144,140,132,172,144,156,110,98,62,28,8,7,1166,3,0,8,3,18,32,19,32,98,65,6.0,44.0
3491,1698.52,215,216,431,20,130,56,40,82,70,12,12,30,30,70,60,74,92,56,52,24,38,12,13,3,3,924,3,0,0,3,3,18,4,12,37,19,,
3494,1131.85,347,290,637,93,134,70,88,114,78,52,58,78,72,94,96,110,158,40,108,10,20,6,11,0,0,1177,3,0,0,0,4,12,18,17,55,34,6.0,22.0
3496,4277.84,2969,2882,5851,541,1534,672,756,930,956,538,580,640,584,864,854,816,938,554,668,416,382,133,97,34,13,1058,11,10,21,39,73,168,97,135,606,333,73.0,261.0
3498,64.4813,2540,2475,5015,291,1382,608,696,782,954,408,440,574,488,782,784,722,742,518,578,338,280,90,49,18,11,1234,13,14,11,35,103,183,98,141,540,276,38.0,150.0
3500,76.1514,14604,16044,30648,4212,7061,4066,4368,4378,4234,4194,3686,4010,3526,4060,3724,3782,3572,3260,2882,2462,2018,792,535,146,64,1064,117,107,104,196,721,1194,574,921,2639,1809,721.0,2245.0
3501,696.462,1013,918,1931,89,524,256,282,312,416,130,122,214,244,358,300,268,318,168,220,82,106,19,9,4,0,1367,3,3,4,18,54,70,33,57,220,90,10.0,33.0
3505,101.824,2320,2322,4642,323,1332,580,614,726,760,354,366,516,478,718,688,696,692,508,584,292,286,94,66,33,20,1034,14,11,11,27,58,132,76,134,444,302,56.0,193.0
3507,3504.95,224,192,416,19,132,58,52,62,78,8,32,38,46,56,48,78,62,44,86,24,36,7,6,0,0,1100,0,3,0,0,9,19,8,13,36,26,1.0,2.0
3509,1.71737,107,95,202,4,72,20,6,30,40,0,0,30,32,34,24,30,40,24,26,16,36,0,5,0,0,1078,0,0,0,0,0,11,0,3,16,6,1.0,11.0
3512,3114.22,290,259,549,32,191,54,58,66,48,30,56,36,44,72,88,110,118,56,76,48,42,20,23,3,3,1156,0,4,4,4,5,20,6,17,47,31,2.0,9.0
3515,52.3021,453,446,899,49,259,128,106,134,128,106,86,108,104,128,158,156,138,86,122,26,42,7,10,6,0,1407,3,0,0,11,20,42,19,35,118,52,6.0,29.0
3516,361.231,402,356,758,40,224,82,114,88,106,24,52,92,72,114,100,124,166,80,100,60,64,19,15,4,0,1053,0,4,4,6,19,33,14,24,81,41,15.0,28.0
3517,1342.79,765,745,1510,103,481,148,164,156,148,96,68,122,136,168,210,268,282,220,254,174,158,59,52,9,4,865,6,3,4,4,13,37,16,35,146,82,12.0,67.0
3518,947.19,637,660,1297,82,454,144,88,168,166,42,66,96,62,192,166,220,242,188,272,168,144,42,35,7,0,756,5,3,3,6,12,31,28,30,136,57,20.0,61.0
3520,256.328,138,109,247,6,97,12,26,0,22,12,0,16,10,26,28,40,54,68,66,30,52,9,8,0,0,576,0,4,0,0,3,0,3,3,21,10,6.0,5.0
3521,199.987,374,362,736,28,221,96,104,142,126,28,48,112,84,130,132,70,108,64,84,50,50,13,6,3,0,1116,3,3,3,5,7,24,14,14,90,51,12.0,12.0
3522,353.616,198,207,405,21,125,32,28,78,52,24,36,40,30,74,68,62,76,88,70,6,22,6,7,0,0,1062,4,3,4,3,10,22,6,10,52,22,8.0,13.0
3523,643.205,1783,1718,3501,210,1193,288,294,376,418,212,214,294,252,426,432,588,606,606,654,428,472,91,95,18,17,830,16,7,8,23,52,100,75,106,445,179,26.0,66.0
3525,830.61,649,639,1288,78,439,128,132,154,144,76,88,110,84,170,184,206,276,188,168,140,138,42,39,11,3,897,5,3,4,18,20,54,33,35,151,65,11.0,67.0
3527,826.535,387,402,789,60,266,64,70,116,80,24,56,68,50,108,96,116,138,98,106,104,86,44,39,9,7,814,5,3,0,3,12,27,5,16,65,40,4.0,29.0
3530,1234.77,189,149,338,22,111,52,44,22,60,26,44,30,10,42,44,56,84,36,42,24,28,7,12,0,0,1262,0,0,0,4,7,14,7,12,29,16,,
3531,1010.37,177,144,321,16,97,36,38,54,64,18,20,28,22,56,52,30,64,38,38,18,30,3,11,3,0,933,0,3,0,4,4,13,9,5,30,16,,4.0
3533,1611.01,421,426,847,59,272,104,110,88,106,58,88,80,78,110,108,102,134,110,100,118,70,30,22,10,3,1039,0,6,4,7,15,27,17,15,76,39,15.0,25.0
3537,1134.9,592,581,1173,83,353,148,142,136,138,66,88,106,108,132,118,156,200,172,172,110,110,52,46,16,8,965,3,4,0,8,30,57,25,28,114,56,4.0,12.0
3540,699.619,181,180,361,28,113,50,42,50,56,8,30,30,38,52,46,56,56,54,66,34,14,10,7,3,0,838,0,0,0,0,0,13,5,13,38,17,5.0,8.0
3542,842.791,112,112,224,6,73,40,28,38,30,12,24,12,24,18,24,50,50,30,24,12,14,3,3,3,0,1083,0,0,0,0,3,8,4,11,15,7,,1.0
3544,1228.41,180,153,333,16,105,52,40,40,62,18,26,42,38,44,50,52,46,34,52,20,34,3,5,0,0,1052,0,0,0,0,6,13,5,12,33,17,4.0,8.0
3546,1235.97,255,224,479,39,138,42,76,70,82,32,32,36,14,76,72,60,80,56,70,30,46,17,18,7,0,1062,3,3,0,3,8,26,6,10,36,18,10.0,16.0
3549,1119.38,1945,1808,3753,459,678,552,568,434,508,508,538,462,466,444,556,506,572,358,394,170,166,73,52,18,9,1073,9,6,7,20,48,114,42,80,202,120,94.0,189.0
3550,48.3374,19066,21080,40146,5494,9793,4468,4918,5394,5272,6540,6156,4742,4478,5332,4648,5252,4744,4156,3746,3028,2472,1284,731,339,118,1242,428,384,294,522,1668,2373,1117,1314,3775,2495,718.0,2154.0
3551,1884.22,12157,11975,24132,941,6911,3632,3862,3776,4018,2366,2276,3386,2974,3894,3700,3388,3448,2278,2624,880,1056,159,168,16,10,1528,167,178,200,331,843,1338,660,792,2854,1476,86.0,404.0
3555,40.886,8756,9653,18409,2195,4894,2300,2430,2236,2258,2716,2490,2312,2228,2218,1980,2402,2182,2120,1790,1632,1366,572,361,113,33,1111,81,74,92,173,413,692,388,560,2043,1260,204.0,659.0
3556,252.134,5444,5738,11182,1154,3068,1486,1556,1432,1622,1340,1270,1360,1288,1472,1356,1654,1396,1246,1280,880,744,260,169,43,20,996,30,37,39,89,165,351,171,263,1240,753,166.0,561.0
3557,133.796,305,304,609,21,197,102,90,84,80,42,54,76,78,100,88,104,108,54,72,38,18,6,7,0,3,1350,0,4,0,0,11,27,8,18,90,49,15.0,31.0
3558,538.203,478,494,972,72,319,94,114,126,104,76,50,78,74,158,144,126,128,148,160,124,110,21,33,8,3,948,3,3,0,8,17,36,12,27,102,44,23.0,33.0
