POSTCODE,CITY,TYPE,COUNT
3875,BAIRNSDALE,B Property and deception offences,14
3875,BAIRNSDALE,B Property and deception offences,1
3875,BAIRNSDALE,B Property and deception offences,243
3875,BAIRNSDALE,B Property and deception offences,5
3875,BAIRNSDALE,B Property and deception offences,2
3875,BAIRNSDALE,B Property and deception offences,9
3875,BAIRNSDALE,B Property and deception offences,137
3875,BAIRNSDALE,B Property and deception offences,20
3875,BAIRNSDALE,B Property and deception offences,102
3875,BAIRNSDALE,B Property and deception offences,66
3875,BAIRNSDALE,B Property and deception offences,11
3875,BAIRNSDALE,B Property and deception offences,23
3875,BAIRNSDALE,B Property and deception offences,159
3875,BAIRNSDALE,B Property and deception offences,5
3875,BAIRNSDALE,B Property and deception offences,21
3875,BAIRNSDALE,B Property and deception offences,3
3875,BAIRNSDALE,C Drug offences,8
3875,BAIRNSDALE,C Drug offences,13
3875,BAIRNSDALE,C Drug offences,30
3875,BAIRNSDALE,D Public order and security offences,31
3875,BAIRNSDALE,D Public order and security offences,82
3875,BAIRNSDALE,D Public order and security offences,8
3875,BAIRNSDALE,E Justice procedures offences,41
3875,BAIRNSDALE,E Justice procedures offences,112
3875,BAIRNSDALE,F Other offences,4
3875,BAIRNSDALE,F Other offences,1
3875,BAIRNSDALE EAST,A Crimes against the person,5
3875,BAIRNSDALE EAST,B Property and deception offences,4
3875,BAIRNSDALE EAST,B Property and deception offences,1
3875,BAIRNSDALE EAST,D Public order and security offences,1
3875,BAIRNSDALE EAST,E Justice procedures offences,1
3875,BENGWORDEN,B Property and deception offences,2
3875,CALULU,B Property and deception offences,1
3875,CLIFTON CREEK,B Property and deception offences,1
3875,CLIFTON CREEK,B Property and deception offences,1
3875,EASTWOOD,A Crimes against the person,1
3875,EASTWOOD,B Property and deception offences,2
3875,EASTWOOD,B Property and deception offences,2
3875,EASTWOOD,B Property and deception offences,1
3875,EASTWOOD,B Property and deception offences,1
3875,EASTWOOD,B Property and deception offences,1
3875,EASTWOOD,B Property and deception offences,4
3875,ELLASWOOD,B Property and deception offences,1
3875,FORGE CREEK,A Crimes against the person,1
3875,FORGE CREEK,B Property and deception offences,1
3875,FORGE CREEK,B Property and deception offences,4
3875,FORGE CREEK,B Property and deception offences,1
3875,FORGE CREEK,B Property and deception offences,1
3875,FORGE CREEK,D Public order and security offences,2
3875,GOON NURE,A Crimes against the person,2
3875,GOON NURE,B Property and deception offences,1
3875,GOON NURE,B Property and deception offences,1
3875,GOON NURE,B Property and deception offences,1
3875,HILLSIDE,B Property and deception offences,1
3875,HILLSIDE,B Property and deception offences,1
3875,HILLSIDE,B Property and deception offences,1
3875,HOLLANDS LANDING,A Crimes against the person,3
3875,HOLLANDS LANDING,B Property and deception offences,2
3875,HOLLANDS LANDING,B Property and deception offences,3
3875,HOLLANDS LANDING,B Property and deception offences,2
3875,HOLLANDS LANDING,E Justice procedures offences,1
3875,LUCKNOW,A Crimes against the person,7
3875,LUCKNOW,B Property and deception offences,1
3875,LUCKNOW,B Property and deception offences,6
3875,LUCKNOW,B Property and deception offences,2
3875,LUCKNOW,B Property and deception offences,1
3875,LUCKNOW,B Property and deception offences,5
3875,LUCKNOW,B Property and deception offences,1
3875,LUCKNOW,B Property and deception offences,4
3875,LUCKNOW,C Drug offences,1
3875,LUCKNOW,D Public order and security offences,3
3875,LUCKNOW,E Justice procedures offences,1
3875,MOUNT TAYLOR,B Property and deception offences,2
3875,MOUNT TAYLOR,B Property and deception offences,2
3875,MOUNT TAYLOR,B Property and deception offences,2
3875,MOUNT TAYLOR,B Property and deception offences,3
3875,NEWLANDS ARM,A Crimes against the person,1
3875,NEWLANDS ARM,B Property and deception offences,2
3875,NEWLANDS ARM,C Drug offences,1
3875,NEWLANDS ARM,D Public order and security offences,2
3875,SARSFIELD,B Property and deception offences,1
3875,SARSFIELD,B Property and deception offences,1
3875,SARSFIELD,B Property and deception offences,2
3875,SARSFIELD,B Property and deception offences,1
3875,SARSFIELD,D Public order and security offences,5
3875,TABBERABBERA,B Property and deception offences,1
3875,WALPA,A Crimes against the person,1
3875,WALPA,B Property and deception offences,1
3875,WOODGLEN,B Property and deception offences,1
3875,WY YUNG,A Crimes against the person,10
3875,WY YUNG,B Property and deception offences,5
3875,WY YUNG,B Property and deception offences,1
3875,WY YUNG,B Property and deception offences,2
3875,WY YUNG,B Property and deception offences,1
3875,WY YUNG,B Property and deception offences,2
3875,WY YUNG,B Property and deception offences,3
3875,WY YUNG,B Property and deception offences,2
3878,EAGLE POINT,A Crimes against the person,5
3878,EAGLE POINT,B Property and deception offences,2
3878,EAGLE POINT,B Property and deception offences,1
3878,EAGLE POINT,B Property and deception offences,2
3878,EAGLE POINT,E Justice procedures offences,1
3880,PAYNESVILLE,A Crimes against the person,19
3880,PAYNESVILLE,B Property and deception offences,28
3880,PAYNESVILLE,B Property and deception offences,8
3880,PAYNESVILLE,B Property and deception offences,9
3880,PAYNESVILLE,B Property and deception offences,1
3880,PAYNESVILLE,B Property and deception offences,30
3880,PAYNESVILLE,B Property and deception offences,1
3880,PAYNESVILLE,D Public order and security offences,2
3880,PAYNESVILLE,D Public order and security offences,2
3880,PAYNESVILLE,D Public order and security offences,6
3880,PAYNESVILLE,E Justice procedures offences,8
3880,PAYNESVILLE,F Other offences,1
3880,RAYMOND ISLAND,A Crimes against the person,1
3880,RAYMOND ISLAND,B Property and deception offences,1
3880,RAYMOND ISLAND,B Property and deception offences,2
3882,NICHOLSON,A Crimes against the person,2
3882,NICHOLSON,B Property and deception offences,1
3882,NICHOLSON,B Property and deception offences,2
3882,NICHOLSON,B Property and deception offences,1
3882,NICHOLSON,B Property and deception offences,4
3882,NICHOLSON,B Property and deception offences,1
3882,NICHOLSON,B Property and deception offences,4
3882,NICHOLSON,C Drug offences,2
3882,NICHOLSON,D Public order and security offences,1
3885,BRUTHEN,A Crimes against the person,8
3885,BRUTHEN,B Property and deception offences,6
3885,BRUTHEN,B Property and deception offences,5
3885,BRUTHEN,B Property and deception offences,1
3885,BRUTHEN,B Property and deception offences,3
3885,BRUTHEN,B Property and deception offences,6
3885,BRUTHEN,E Justice procedures offences,1
3885,BUCHAN,A Crimes against the person,3
3885,BUCHAN,B Property and deception offences,4
3885,BUCHAN,B Property and deception offences,4
3885,BUCHAN,B Property and deception offences,1
3885,BUCHAN,B Property and deception offences,4
3885,BUCHAN,B Property and deception offences,1
3885,BUCHAN,C Drug offences,1
3885,BUCHAN,D Public order and security offences,2
3885,BUCHAN,D Public order and security offences,2
3885,BUCHAN,E Justice procedures offences,3
3885,BUCHAN,F Other offences,2
3885,BUCHAN,F Other offences,2
3885,BUCHAN SOUTH,E Justice procedures offences,1
3885,BUTCHERS RIDGE,B Property and deception offences,1
3885,SUGGAN BUGGAN,B Property and deception offences,1
3885,TAMBO UPPER,B Property and deception offences,1
3885,TIMBARRA,B Property and deception offences,1
3885,WISELEIGH,B Property and deception offences,1
3885,WISELEIGH,D Public order and security offences,1
3885,WULGULMERANG,B Property and deception offences,1
3885,WULGULMERANG,B Property and deception offences,1
3885,WULGULMERANG,B Property and deception offences,1
3886,CORRINGLE,B Property and deception offences,2
3886,NEWMERELLA,A Crimes against the person,8
3886,NEWMERELLA,B Property and deception offences,1
3886,NEWMERELLA,B Property and deception offences,2
3886,NEWMERELLA,B Property and deception offences,1
3886,NEWMERELLA,C Drug offences,1
3887,LAKE TYERS,A Crimes against the person,15
3887,LAKE TYERS,B Property and deception offences,5
3887,LAKE TYERS,B Property and deception offences,5
3887,LAKE TYERS,B Property and deception offences,1
3887,LAKE TYERS,B Property and deception offences,4
3887,LAKE TYERS,B Property and deception offences,1
3887,LAKE TYERS,D Public order and security offences,1
3887,NOWA NOWA,A Crimes against the person,1
3887,NOWA NOWA,B Property and deception offences,1
3887,NOWA NOWA,B Property and deception offences,1
3887,NOWA NOWA,B Property and deception offences,3
3887,NOWA NOWA,C Drug offences,1
3887,NOWA NOWA,D Public order and security offences,4
3888,BENDOC,A Crimes against the person,1
3888,BENDOC,B Property and deception offences,1
3888,BENDOC,D Public order and security offences,2
3888,BONANG,B Property and deception offences,1
3888,BRODRIBB RIVER,B Property and deception offences,1
3888,CAPE CONRAN,A Crimes against the person,1
3888,CAPE CONRAN,B Property and deception offences,1
3888,DEDDICK,B Property and deception offences,1
3888,DEDDICK VALLEY,A Crimes against the person,1
3888,DELLICKNORA,B Property and deception offences,1
3888,MARLO,A Crimes against the person,4
3888,MARLO,B Property and deception offences,2
3888,MARLO,B Property and deception offences,1
3888,MARLO,B Property and deception offences,1
3888,MARLO,B Property and deception offences,1
3888,MARLO,B Property and deception offences,2
3888,ORBOST,A Crimes against the person,47
3888,ORBOST,B Property and deception offences,1
3888,ORBOST,B Property and deception offences,40
3888,ORBOST,B Property and deception offences,4
3888,ORBOST,B Property and deception offences,1
3888,ORBOST,B Property and deception offences,1
3888,ORBOST,B Property and deception offences,27
3888,ORBOST,B Property and deception offences,6
3888,ORBOST,B Property and deception offences,7
3888,ORBOST,B Property and deception offences,2
3888,ORBOST,B Property and deception offences,6
3888,ORBOST,B Property and deception offences,4
3888,ORBOST,B Property and deception offences,24
3888,ORBOST,B Property and deception offences,1
3888,ORBOST,B Property and deception offences,1
3888,ORBOST,C Drug offences,5
3888,ORBOST,D Public order and security offences,5
3888,ORBOST,D Public order and security offences,14
3888,ORBOST,D Public order and security offences,3
3888,ORBOST,E Justice procedures offences,7
3888,ORBOST,E Justice procedures offences,20
3888,ORBOST,F Other offences,2
3888,ORBOST,F Other offences,10
3888,SIMPSONS CREEK,B Property and deception offences,1
3888,TOSTAREE,D Public order and security offences,1
3888,TUBBUT,C Drug offences,1
3889,BEMM RIVER,A Crimes against the person,1
3889,BEMM RIVER,B Property and deception offences,1
3889,BEMM RIVER,B Property and deception offences,2
3889,BEMM RIVER,B Property and deception offences,1
3889,BEMM RIVER,E Justice procedures offences,1
3889,CLUB TERRACE,B Property and deception offences,2
3889,CLUB TERRACE,D Public order and security offences,6
3890,CANN RIVER,A Crimes against the person,6
3890,CANN RIVER,B Property and deception offences,1
3890,CANN RIVER,B Property and deception offences,4
3890,CANN RIVER,B Property and deception offences,2
3890,CANN RIVER,B Property and deception offences,1
3890,CANN RIVER,B Property and deception offences,1
3890,CANN RIVER,B Property and deception offences,4
3890,CANN RIVER,C Drug offences,1
3890,CANN RIVER,D Public order and security offences,2
3890,CANN RIVER,D Public order and security offences,2
3890,CANN RIVER,E Justice procedures offences,1
3890,CANN RIVER,E Justice procedures offences,1
3890,NOORINBEE,B Property and deception offences,3
3890,NOORINBEE NORTH,B Property and deception offences,1
3890,TAMBOON,B Property and deception offences,1
3890,TAMBOON,C Drug offences,1
3891,GENOA,A Crimes against the person,1
3891,GENOA,B Property and deception offences,1
3891,GENOA,B Property and deception offences,1
3891,GENOA,B Property and deception offences,1
3891,GENOA,B Property and deception offences,3
3891,GENOA,B Property and deception offences,1
3891,GENOA,C Drug offences,1
3891,WANGARABELL,A Crimes against the person,2
3891,WINGAN RIVER,B Property and deception offences,1
3892,MALLACOOTA,A Crimes against the person,16
3892,MALLACOOTA,B Property and deception offences,1
3892,MALLACOOTA,B Property and deception offences,4
3892,MALLACOOTA,B Property and deception offences,3
3892,MALLACOOTA,B Property and deception offences,2
3892,MALLACOOTA,B Property and deception offences,2
3892,MALLACOOTA,B Property and deception offences,1
3892,MALLACOOTA,B Property and deception offences,7
3892,MALLACOOTA,B Property and deception offences,1
3892,MALLACOOTA,D Public order and security offences,11
3892,MALLACOOTA,E Justice procedures offences,4
3892,MALLACOOTA,F Other offences,1
3892,MALLACOOTA,F Other offences,5
3892,MALLACOOTA,F Other offences,2
3893,TAMBO CROSSING,A Crimes against the person,1
3893,TAMBO CROSSING,B Property and deception offences,1
3895,ENSAY,A Crimes against the person,4
3896,BINDI,B Property and deception offences,1
3896,NUNNIONG,D Public order and security offences,2
3896,SWIFTS CREEK,A Crimes against the person,4
3896,SWIFTS CREEK,B Property and deception offences,3
3896,SWIFTS CREEK,B Property and deception offences,4
3896,SWIFTS CREEK,D Public order and security offences,2
3896,SWIFTS CREEK,D Public order and security offences,2
3898,COBUNGRA,B Property and deception offences,1
3898,DINNER PLAIN,D Public order and security offences,1
3898,DINNER PLAIN,D Public order and security offences,5
3898,GLEN VALLEY,B Property and deception offences,1
3898,OMEO,A Crimes against the person,8
3898,OMEO,B Property and deception offences,4
3898,OMEO,B Property and deception offences,1
3898,OMEO,B Property and deception offences,1
3898,OMEO,C Drug offences,1
3898,OMEO,D Public order and security offences,2
3898,OMEO,D Public order and security offences,4
3898,OMEO,E Justice procedures offences,1
3898,OMEO,F Other offences,1
3900,BENAMBRA,A Crimes against the person,3
3900,BENAMBRA,B Property and deception offences,2
3900,BENAMBRA,B Property and deception offences,1
3900,BENAMBRA,B Property and deception offences,1
3900,BENAMBRA,B Property and deception offences,1
3900,BENAMBRA,B Property and deception offences,2
3900,BENAMBRA,E Justice procedures offences,1
3902,JOHNSONVILLE,A Crimes against the person,1
3902,JOHNSONVILLE,B Property and deception offences,1
3902,JOHNSONVILLE,B Property and deception offences,2
3902,JOHNSONVILLE,D Public order and security offences,2
3903,SWAN REACH,A Crimes against the person,6
3903,SWAN REACH,B Property and deception offences,3
3903,SWAN REACH,B Property and deception offences,4
3903,SWAN REACH,B Property and deception offences,1
3903,SWAN REACH,B Property and deception offences,2
3903,SWAN REACH,B Property and deception offences,4
3903,SWAN REACH,C Drug offences,2
3903,SWAN REACH,C Drug offences,2
3903,SWAN REACH,D Public order and security offences,4
3903,SWAN REACH,E Justice procedures offences,1
3904,METUNG,A Crimes against the person,2
3904,METUNG,B Property and deception offences,3
3904,METUNG,B Property and deception offences,6
3904,METUNG,B Property and deception offences,9
3904,METUNG,B Property and deception offences,5
3904,METUNG,D Public order and security offences,3
3904,METUNG,F Other offences,1
3909,KALIMNA,A Crimes against the person,5
3909,KALIMNA,B Property and deception offences,2
3909,KALIMNA,B Property and deception offences,1
3909,KALIMNA,B Property and deception offences,3
3909,KALIMNA,C Drug offences,2
3909,KALIMNA,E Justice procedures offences,1
3909,KALIMNA WEST,A Crimes against the person,1
3909,KALIMNA WEST,B Property and deception offences,1
3909,KALIMNA WEST,B Property and deception offences,1
3909,KALIMNA WEST,B Property and deception offences,4
3909,KALIMNA WEST,B Property and deception offences,2
3909,KALIMNA WEST,B Property and deception offences,3
3909,LAKE TYERS BEACH,A Crimes against the person,2
3909,LAKE TYERS BEACH,B Property and deception offences,3
3909,LAKE TYERS BEACH,B Property and deception offences,3
3909,LAKE TYERS BEACH,D Public order and security offences,1
3909,LAKES ENTRANCE,A Crimes against the person,156
3909,LAKES ENTRANCE,B Property and deception offences,7
3909,LAKES ENTRANCE,B Property and deception offences,152
3909,LAKES ENTRANCE,B Property and deception offences,5
3909,LAKES ENTRANCE,B Property and deception offences,4
3909,LAKES ENTRANCE,B Property and deception offences,74
3909,LAKES ENTRANCE,B Property and deception offences,5
3909,LAKES ENTRANCE,B Property and deception offences,48
3909,LAKES ENTRANCE,B Property and deception offences,15
3909,LAKES ENTRANCE,B Property and deception offences,19
3909,LAKES ENTRANCE,B Property and deception offences,5
3909,LAKES ENTRANCE,B Property and deception offences,104
3909,LAKES ENTRANCE,B Property and deception offences,4
3909,LAKES ENTRANCE,B Property and deception offences,7
3909,LAKES ENTRANCE,C Drug offences,4
3909,LAKES ENTRANCE,C Drug offences,1
3909,LAKES ENTRANCE,C Drug offences,13
3909,LAKES ENTRANCE,D Public order and security offences,11
3909,LAKES ENTRANCE,D Public order and security offences,95
3909,LAKES ENTRANCE,D Public order and security offences,3
3909,LAKES ENTRANCE,E Justice procedures offences,5
3909,LAKES ENTRANCE,E Justice procedures offences,45
3909,LAKES ENTRANCE,F Other offences,1
3909,NUNGURNER,B Property and deception offences,1
3909,NUNGURNER,B Property and deception offences,1
3909,NUNGURNER,B Property and deception offences,2
3909,NUNGURNER,B Property and deception offences,2
3909,TOORLOO ARM,A Crimes against the person,2
3909,TOORLOO ARM,B Property and deception offences,1
3909,TOORLOO ARM,B Property and deception offences,4
3909,TOORLOO ARM,C Drug offences,1
3909,TOORLOO ARM,D Public order and security offences,2
3910,LANGWARRIN,A Crimes against the person,162
3910,LANGWARRIN,B Property and deception offences,14
3910,LANGWARRIN,B Property and deception offences,179
3910,LANGWARRIN,B Property and deception offences,26
3910,LANGWARRIN,B Property and deception offences,1
3910,LANGWARRIN,B Property and deception offences,14
3910,LANGWARRIN,B Property and deception offences,105
3910,LANGWARRIN,B Property and deception offences,55
3910,LANGWARRIN,B Property and deception offences,168
3910,LANGWARRIN,B Property and deception offences,18
3910,LANGWARRIN,B Property and deception offences,5
3910,LANGWARRIN,B Property and deception offences,11
3910,LANGWARRIN,B Property and deception offences,86
3910,LANGWARRIN,B Property and deception offences,1
3910,LANGWARRIN,B Property and deception offences,16
3910,LANGWARRIN,B Property and deception offences,2
3910,LANGWARRIN,C Drug offences,2
3910,LANGWARRIN,C Drug offences,2
3910,LANGWARRIN,C Drug offences,30
3910,LANGWARRIN,D Public order and security offences,34
3910,LANGWARRIN,D Public order and security offences,23
3910,LANGWARRIN,E Justice procedures offences,8
3910,LANGWARRIN,E Justice procedures offences,43
3910,LANGWARRIN,F Other offences,1
3910,LANGWARRIN,F Other offences,3
3911,BAXTER,A Crimes against the person,21
3911,BAXTER,B Property and deception offences,4
3911,BAXTER,B Property and deception offences,21
3911,BAXTER,B Property and deception offences,8
3911,BAXTER,B Property and deception offences,7
3911,BAXTER,B Property and deception offences,23
3911,BAXTER,B Property and deception offences,6
3911,BAXTER,B Property and deception offences,1
3911,BAXTER,B Property and deception offences,4
3911,BAXTER,B Property and deception offences,39
3911,BAXTER,B Property and deception offences,2
3911,BAXTER,B Property and deception offences,8
3911,BAXTER,C Drug offences,1
3911,BAXTER,C Drug offences,3
3911,BAXTER,D Public order and security offences,7
3911,BAXTER,D Public order and security offences,6
3911,BAXTER,E Justice procedures offences,5
3911,LANGWARRIN SOUTH,A Crimes against the person,3
3911,LANGWARRIN SOUTH,B Property and deception offences,3
3911,LANGWARRIN SOUTH,B Property and deception offences,3
3911,LANGWARRIN SOUTH,B Property and deception offences,2
3911,LANGWARRIN SOUTH,B Property and deception offences,6
3911,LANGWARRIN SOUTH,B Property and deception offences,1
3911,LANGWARRIN SOUTH,B Property and deception offences,2
3911,LANGWARRIN SOUTH,C Drug offences,2
3912,PEARCEDALE,A Crimes against the person,39
3912,PEARCEDALE,B Property and deception offences,1
3912,PEARCEDALE,B Property and deception offences,8
3912,PEARCEDALE,B Property and deception offences,2
3912,PEARCEDALE,B Property and deception offences,4
3912,PEARCEDALE,B Property and deception offences,16
3912,PEARCEDALE,B Property and deception offences,3
3912,PEARCEDALE,B Property and deception offences,12
3912,PEARCEDALE,B Property and deception offences,4
3912,PEARCEDALE,B Property and deception offences,9
3912,PEARCEDALE,B Property and deception offences,18
3912,PEARCEDALE,B Property and deception offences,2
3912,PEARCEDALE,C Drug offences,1
3912,PEARCEDALE,D Public order and security offences,1
3912,PEARCEDALE,E Justice procedures offences,2
3912,PEARCEDALE,E Justice procedures offences,2
3912,SOMERVILLE,A Crimes against the person,110
3912,SOMERVILLE,B Property and deception offences,16
3912,SOMERVILLE,B Property and deception offences,2
3912,SOMERVILLE,B Property and deception offences,64
3912,SOMERVILLE,B Property and deception offences,7
3912,SOMERVILLE,B Property and deception offences,1
3912,SOMERVILLE,B Property and deception offences,4
3912,SOMERVILLE,B Property and deception offences,66
3912,SOMERVILLE,B Property and deception offences,20
3912,SOMERVILLE,B Property and deception offences,54
3912,SOMERVILLE,B Property and deception offences,26
3912,SOMERVILLE,B Property and deception offences,2
3912,SOMERVILLE,B Property and deception offences,6
3912,SOMERVILLE,B Property and deception offences,50
3912,SOMERVILLE,B Property and deception offences,3
3912,SOMERVILLE,B Property and deception offences,10
3912,SOMERVILLE,B Property and deception offences,2
3912,SOMERVILLE,C Drug offences,8
3912,SOMERVILLE,C Drug offences,1
3912,SOMERVILLE,C Drug offences,20
3912,SOMERVILLE,D Public order and security offences,26
3912,SOMERVILLE,D Public order and security offences,12
3912,SOMERVILLE,D Public order and security offences,5
3912,SOMERVILLE,E Justice procedures offences,4
3912,SOMERVILLE,E Justice procedures offences,31
3913,TYABB,A Crimes against the person,56
3913,TYABB,B Property and deception offences,4
3913,TYABB,B Property and deception offences,24
3913,TYABB,B Property and deception offences,24
3913,TYABB,B Property and deception offences,17
3913,TYABB,B Property and deception offences,20
3913,TYABB,B Property and deception offences,8
3913,TYABB,B Property and deception offences,18
3913,TYABB,B Property and deception offences,1
3913,TYABB,B Property and deception offences,9
3913,TYABB,C Drug offences,2
3913,TYABB,C Drug offences,6
3913,TYABB,D Public order and security offences,29
3913,TYABB,D Public order and security offences,2
3913,TYABB,E Justice procedures offences,1
3913,TYABB,E Justice procedures offences,7
3913,TYABB,F Other offences,1
3913,TYABB EAST,D Public order and security offences,1
3915,HASTINGS,A Crimes against the person,229
3915,HASTINGS,B Property and deception offences,38
3915,HASTINGS,B Property and deception offences,1
3915,HASTINGS,B Property and deception offences,199
3915,HASTINGS,B Property and deception offences,11
3915,HASTINGS,B Property and deception offences,11
3915,HASTINGS,B Property and deception offences,109
3915,HASTINGS,B Property and deception offences,42
3915,HASTINGS,B Property and deception offences,136
3915,HASTINGS,B Property and deception offences,67
3915,HASTINGS,B Property and deception offences,11
3915,HASTINGS,B Property and deception offences,16
3915,HASTINGS,B Property and deception offences,135
3915,HASTINGS,B Property and deception offences,5
3915,HASTINGS,B Property and deception offences,47
3915,HASTINGS,B Property and deception offences,1
3915,HASTINGS,C Drug offences,18
3915,HASTINGS,C Drug offences,4
3915,HASTINGS,C Drug offences,21
3915,HASTINGS,D Public order and security offences,26
3915,HASTINGS,D Public order and security offences,41
3915,HASTINGS,D Public order and security offences,9
3915,HASTINGS,D Public order and security offences,1
3915,HASTINGS,E Justice procedures offences,22
3915,HASTINGS,E Justice procedures offences,74
3915,HASTINGS,F Other offences,2
3915,HASTINGS,F Other offences,1
3915,TUERONG,A Crimes against the person,3
3915,TUERONG,B Property and deception offences,8
3915,TUERONG,B Property and deception offences,2
3915,TUERONG,B Property and deception offences,2
3915,TUERONG,B Property and deception offences,1
3915,TUERONG,B Property and deception offences,1
3916,MERRICKS,B Property and deception offences,1
3916,MERRICKS,B Property and deception offences,1
3916,MERRICKS,B Property and deception offences,1
3916,POINT LEO,A Crimes against the person,1
3916,POINT LEO,B Property and deception offences,1
3916,POINT LEO,B Property and deception offences,1
3916,POINT LEO,B Property and deception offences,6
3916,POINT LEO,B Property and deception offences,3
3916,SHOREHAM,B Property and deception offences,1
3916,SHOREHAM,B Property and deception offences,3
3916,SHOREHAM,B Property and deception offences,3
3916,SHOREHAM,B Property and deception offences,19
3916,SHOREHAM,B Property and deception offences,8
3916,SHOREHAM,C Drug offences,1
3918,BITTERN,A Crimes against the person,14
3918,BITTERN,B Property and deception offences,1
3918,BITTERN,B Property and deception offences,22
3918,BITTERN,B Property and deception offences,6
3918,BITTERN,B Property and deception offences,1
3918,BITTERN,B Property and deception offences,23
3918,BITTERN,B Property and deception offences,8
3918,BITTERN,B Property and deception offences,18
3918,BITTERN,B Property and deception offences,2
3918,BITTERN,B Property and deception offences,11
3918,BITTERN,B Property and deception offences,2
3918,BITTERN,B Property and deception offences,3
3918,BITTERN,C Drug offences,6
3918,BITTERN,C Drug offences,2
3918,BITTERN,C Drug offences,2
3918,BITTERN,D Public order and security offences,4
3918,BITTERN,D Public order and security offences,3
3918,BITTERN,E Justice procedures offences,1
3918,BITTERN,E Justice procedures offences,5
3919,CRIB POINT,A Crimes against the person,36
3919,CRIB POINT,B Property and deception offences,1
3919,CRIB POINT,B Property and deception offences,1
3919,CRIB POINT,B Property and deception offences,34
3919,CRIB POINT,B Property and deception offences,3
3919,CRIB POINT,B Property and deception offences,20
3919,CRIB POINT,B Property and deception offences,7
3919,CRIB POINT,B Property and deception offences,20
3919,CRIB POINT,B Property and deception offences,2
3919,CRIB POINT,B Property and deception offences,2
3919,CRIB POINT,B Property and deception offences,2
3919,CRIB POINT,B Property and deception offences,2
3919,CRIB POINT,B Property and deception offences,22
3919,CRIB POINT,B Property and deception offences,2
3919,CRIB POINT,C Drug offences,3
3919,CRIB POINT,C Drug offences,2
3919,CRIB POINT,C Drug offences,7
3919,CRIB POINT,D Public order and security offences,5
3919,CRIB POINT,D Public order and security offences,4
3919,CRIB POINT,D Public order and security offences,1
3919,CRIB POINT,E Justice procedures offences,1
3919,CRIB POINT,E Justice procedures offences,26
3919,CRIB POINT,F Other offences,1
3920,HMAS CERBERUS,A Crimes against the person,10
3920,HMAS CERBERUS,B Property and deception offences,1
3920,HMAS CERBERUS,B Property and deception offences,1
3920,HMAS CERBERUS,D Public order and security offences,1
3920,HMAS CERBERUS,D Public order and security offences,2
3922,COWES,A Crimes against the person,53
3922,COWES,B Property and deception offences,1
3922,COWES,B Property and deception offences,1
3922,COWES,B Property and deception offences,51
3922,COWES,B Property and deception offences,3
3922,COWES,B Property and deception offences,1
3922,COWES,B Property and deception offences,35
3922,COWES,B Property and deception offences,2
3922,COWES,B Property and deception offences,24
3922,COWES,B Property and deception offences,7
3922,COWES,B Property and deception offences,3
3922,COWES,B Property and deception offences,1
3922,COWES,B Property and deception offences,43
3922,COWES,B Property and deception offences,8
3922,COWES,B Property and deception offences,1
3922,COWES,C Drug offences,3
3922,COWES,C Drug offences,1
3922,COWES,C Drug offences,13
3922,COWES,D Public order and security offences,2
3922,COWES,D Public order and security offences,81
3922,COWES,E Justice procedures offences,4
3922,COWES,E Justice procedures offences,2
3922,COWES,F Other offences,7
3922,PHILLIP ISLAND,A Crimes against the person,7
3922,PHILLIP ISLAND,B Property and deception offences,1
3922,PHILLIP ISLAND,B Property and deception offences,1
3922,PHILLIP ISLAND,B Property and deception offences,2
3922,PHILLIP ISLAND,B Property and deception offences,2
3922,PHILLIP ISLAND,B Property and deception offences,7
3922,PHILLIP ISLAND,C Drug offences,13
3922,PHILLIP ISLAND,D Public order and security offences,5
3922,SILVERLEAVES,B Property and deception offences,1
3922,SMITHS BEACH,A Crimes against the person,4
3922,SMITHS BEACH,B Property and deception offences,2
3922,SMITHS BEACH,B Property and deception offences,4
3922,SMITHS BEACH,B Property and deception offences,6
3922,SMITHS BEACH,B Property and deception offences,1
3922,SMITHS BEACH,B Property and deception offences,4
3922,SMITHS BEACH,C Drug offences,5
3922,SMITHS BEACH,C Drug offences,1
3922,SUMMERLANDS,B Property and deception offences,1
3922,SUNDERLAND BAY,B Property and deception offences,7
3922,SUNDERLAND BAY,B Property and deception offences,2
3922,SUNDERLAND BAY,B Property and deception offences,2
3922,SUNSET STRIP,A Crimes against the person,2
3922,SUNSET STRIP,B Property and deception offences,2
3922,SUNSET STRIP,B Property and deception offences,2
3922,SUNSET STRIP,B Property and deception offences,1
3922,SUNSET STRIP,D Public order and security offences,1
3922,SURF BEACH,A Crimes against the person,3
3922,SURF BEACH,B Property and deception offences,2
3922,SURF BEACH,B Property and deception offences,13
3922,SURF BEACH,B Property and deception offences,4
3922,SURF BEACH,B Property and deception offences,2
3922,VENTNOR,A Crimes against the person,9
3922,VENTNOR,B Property and deception offences,4
3922,VENTNOR,B Property and deception offences,5
3922,VENTNOR,B Property and deception offences,8
3922,VENTNOR,B Property and deception offences,4
3922,VENTNOR,C Drug offences,8
3922,VENTNOR,C Drug offences,1
3922,VENTNOR,C Drug offences,1
3922,VENTNOR,D Public order and security offences,1
3922,VENTNOR,D Public order and security offences,1
3922,WIMBLEDON HEIGHTS,A Crimes against the person,22
3922,WIMBLEDON HEIGHTS,B Property and deception offences,2
3923,RHYLL,A Crimes against the person,2
3923,RHYLL,B Property and deception offences,1
