POSTCODE,FREQUENTAGE,CRIMETYPE,CRIMES
3264,10-19M,Property,177.0
3265,50-59M,Property,39.0
3266,10-19M,Property,76.0
3267,0-9F,Property,6.0
3268,10-19F,Property,57.0
3269,50-59M,Property,26.0
3270,60-69F,Property,10.0
3272,50-59M,Property,73.0
3273,50-59M,Property,3.0
3274,50-59M,Property,7.0
3275,10-19F,Property,4.0
3276,40-49F,Property,5.0
3277,10-19M,Property,38.0
3278,40-49M,Property,8.0
3280,10-19M,Property,1182.0
3281,10-19F,Property,4.0
3282,50-59F,Property,65.0
3283,50-59F,Property,24.0
3284,60-69F,Property,142.0
3285,10-19M,Property,50.0
3286,40-49F,Property,5.0
3287,40-49F,Property,2.0
3289,50-59M,Property,11.0
3292,60-69M,Property,17.0
3293,40-49M,Property,4.0
3294,60-69F,Property,12.0
3300,10-19M,Property,453.0
3301,50-59M,Property,10.0
3302,40-49M,Property,7.0
3303,40-49F,Property,6.0
3304,50-59M,Property,81.0
3305,50-59M,Property,618.0
3309,40-49M,Property,2.0
3310,50-59F,Property,13.0
3311,60-69F,Property,58.0
3312,40-49M,Property,22.0
3314,0-9M,Property,6.0
3315,50-59M,Property,19.0
3317,50-59M,Property,6.0
3318,40-49F,Property,10.0
3319,50-59F,Property,2.0
3321,40-49M,Property,21.0
3324,60-69M,Property,12.0
3325,50-59M,Property,11.0
3328,40-49F,Property,13.0
3329,10-19M,Property,2.0
3330,60-69F,Property,5.0
3331,0-9M,Property,65.0
3332,10-19M,Property,7.0
3333,40-49F,Property,36.0
3334,40-49F,Property,8.0
3335,50-59M,Property,237.0
3337,20-29F,Property,2159.0
3338,20-29F,Property,969.0
3340,10-19M,Property,841.0
3341,40-49F,Property,16.0
3342,40-49F,Property,142.0
3345,40-49F,Property,30.0
3350,20-29F,Property,3868.0
3351,40-49F,Property,133.0
3352,40-49M,Property,306.0
3355,10-19M,Property,1093.0
3356,20-29F,Property,1104.0
3357,50-59F,Property,99.0
3360,50-59M,Property,11.0
3361,10-19M,Property,8.0
3363,50-59F,Property,127.0
3364,50-59M,Property,39.0
3370,50-59F,Property,42.0
3371,50-59M,Property,19.0
3373,60-69M,Property,98.0
3374,50-59F,Property,
3375,60-69M,Property,6.0
3377,50-59M,Property,529.0
3378,50-59M,Property,2.0
3379,50-59M,Property,9.0
3380,40-49F,Property,239.0
3381,60-69M,Property,37.0
3384,50-59M,Property,8.0
3385,50-59M,Property,4.0
3387,50-59M,Property,
3388,10-19F,Property,12.0
3390,50-59M,Property,21.0
3391,50-59M,Property,15.0
3392,60-69M,Property,3.0
3393,50-59F,Property,104.0
3395,50-59M,Property,8.0
3396,50-59M,Property,12.0
3400,0-9M,Property,1674.0
3401,40-49M,Property,47.0
3407,40-49F,Property,10.0
3409,50-59M,Property,18.0
3412,60-69M,Property,11.0
3413,0-9F,Property,2.0
3414,50-59F,Property,25.0
3418,10-19M,Property,56.0
3419,40-49F,Property,24.0
3420,50-59M,Property,5.0
3423,50-59M,Property,24.0
3424,60-69M,Property,23.0
3427,50-59M,Property,83.0
3428,40-49F,Property,30.0
3429,40-49F,Property,1024.0
3430,40-49M,Property,14.0
3431,40-49F,Property,59.0
3433,10-19M,Property,5.0
3434,40-49M,Property,115.0
3435,50-59F,Property,64.0
3437,40-49F,Property,160.0
3438,0-9F,Property,40.0
3440,50-59F,Property,42.0
3441,50-59F,Property,12.0
3442,40-49F,Property,175.0
3444,40-49F,Property,350.0
3446,10-19M,Property,14.0
3447,50-59M,Property,8.0
3448,50-59M,Property,18.0
3450,50-59F,Property,248.0
3451,50-59M,Property,79.0
3453,50-59M,Property,19.0
3458,40-49F,Property,46.0
3460,50-59F,Property,148.0
3461,50-59F,Property,68.0
3462,50-59M,Property,20.0
3463,50-59F,Property,63.0
3464,50-59M,Property,21.0
3465,60-69F,Property,446.0
3467,60-69M,Property,26.0
3468,50-59F,Property,9.0
3469,60-69M,Property,8.0
3472,60-69M,Property,45.0
3475,50-59M,Property,18.0
3477,60-69M,Property,
3478,60-69F,Property,78.0
3480,10-19M,Property,27.0
3482,0-9M,Property,5.0
3483,60-69M,Property,24.0
3485,60-69F,Property,
3490,50-59M,Property,44.0
3491,50-59M,Property,
3494,50-59M,Property,22.0
3496,10-19M,Property,261.0
3498,10-19M,Property,150.0
3500,10-19F,Property,2245.0
3501,10-19M,Property,33.0
3505,10-19M,Property,193.0
3507,60-69M,Property,2.0
3509,10-19M,Property,11.0
3512,50-59M,Property,9.0
3515,40-49M,Property,29.0
3516,50-59M,Property,28.0
3517,50-59M,Property,67.0
3518,60-69M,Property,61.0
3520,60-69F,Property,5.0
3521,10-19F,Property,12.0
3522,60-69F,Property,13.0
3523,60-69M,Property,66.0
3525,50-59M,Property,67.0
3527,50-59M,Property,29.0
3530,50-59M,Property,
3531,10-19M,Property,4.0
3533,50-59M,Property,25.0
3537,50-59M,Property,12.0
3540,60-69M,Property,8.0
3542,50-59F,Property,1.0
3544,10-19M,Property,8.0
3546,10-19M,Property,16.0
3549,50-59M,Property,189.0
3550,20-29F,Property,2154.0
3551,10-19M,Property,404.0
3555,20-29F,Property,659.0
3556,50-59F,Property,561.0
3557,50-59M,Property,31.0
3558,60-69M,Property,33.0
3559,10-19M,Property,23.0
3561,10-19M,Property,182.0
3562,10-19M,Property,6.0
3563,10-19M,Property,19.0
3564,40-49F,Property,1004.0
3566,40-49M,Property,9.0
3567,30-39F,Property,10.0
3568,60-69M,Property,51.0
3570,50-59F,Property,16.0
3571,20-29M,Property,10.0
3572,40-49F,Property,4.0
3573,50-59F,Property,19.0
3575,50-59M,Property,11.0
3579,50-59M,Property,187.0
3580,60-69M,Property,8.0
3581,10-19M,Property,6.0
3584,0-9M,Property,15.0
3585,10-19M,Property,460.0
3586,50-59M,Property,8.0
3588,10-19M,Property,5.0
3589,10-19M,Property,7.0
3590,50-59M,Property,4.0
3591,50-59F,Property,
3594,10-19F,Property,1.0
3595,50-59M,Property,22.0
3596,50-59F,Property,1.0
3597,40-49M,Property,5.0
3608,60-69M,Property,77.0
3610,40-49M,Property,46.0
3612,50-59M,Property,69.0
3614,10-19F,Property,13.0
3616,10-19M,Property,244.0
3617,50-59M,Property,2.0
3618,50-59F,Property,17.0
3620,10-19M,Property,251.0
3621,10-19M,Property,62.0
3622,50-59M,Property,12.0
3623,50-59M,Property,29.0
3624,10-19M,Property,14.0
3629,0-9M,Property,535.0
3630,10-19M,Property,2332.0
3631,10-19M,Property,213.0
3633,10-19M,Property,8.0
3634,50-59M,Property,16.0
3635,50-59F,Property,13.0
3636,50-59M,Property,100.0
3637,10-19F,Property,8.0
3638,50-59M,Property,57.0
3639,50-59M,Property,15.0
3640,0-9M,Property,16.0
3641,50-59M,Property,15.0
3644,0-9M,Property,248.0
3646,50-59M,Property,10.0
3649,50-59M,Property,13.0
3658,50-59M,Property,108.0
3659,50-59F,Property,30.0
3660,50-59F,Property,424.0
3662,20-29M,Property,13.0
3663,50-59M,Property,10.0
3664,50-59M,Property,21.0
3666,60-69F,Property,98.0
3669,60-69M,Property,32.0
3670,50-59M,Property,10.0
3672,50-59F,Property,440.0
3673,50-59F,Property,16.0
3675,50-59F,Property,37.0
3677,0-9M,Property,913.0
3678,50-59F,Property,39.0
3682,10-19M,Property,15.0
3683,50-59M,Property,46.0
3685,50-59F,Property,61.0
3687,10-19M,Property,32.0
3688,50-59F,Property,26.0
3690,10-19M,Property,2053.0
3691,10-19M,Property,131.0
3694,20-29M,Property,
3695,50-59M,Property,6.0
3697,50-59M,Property,6.0
3698,50-59M,Property,6.0
3699,30-39M,Property,28.0
3700,60-69M,Property,34.0
3701,60-69M,Property,14.0
3705,60-69M,Property,5.0
3707,50-59M,Property,45.0
3709,50-59M,Property,9.0
3711,50-59M,Property,4.0
3712,60-69M,Property,7.0
3713,60-69M,Property,51.0
3714,60-69M,Property,71.0
3715,60-69M,Property,4.0
3717,60-69M,Property,59.0
3719,60-69F,Property,10.0
3720,60-69M,Property,35.0
3722,50-59F,Property,95.0
3723,10-19F,Property,79.0
3725,50-59F,Property,8.0
3726,50-59M,Property,4.0
3727,50-59M,Property,3.0
3728,60-69M,Property,11.0
3730,60-69F,Property,235.0
3732,40-49M,Property,6.0
3733,50-59F,Property,2.0
3735,10-19M,Property,1.0
3737,50-59M,Property,99.0
3739,50-59F,Property,2.0
3740,50-59F,Property,11.0
3741,60-69M,Property,66.0
3744,50-59F,Property,4.0
3746,60-69M,Property,8.0
3747,50-59F,Property,64.0
3749,40-49F,Property,19.0
3750,20-29F,Property,223.0
3751,60-69M,Property,14.0
3752,30-39F,Property,769.0
3753,40-49M,Property,52.0
3754,0-9M,Property,1004.0
3755,40-49M,Property,9.0
3756,0-9F,Property,327.0
3757,0-9M,Property,258.0
3758,10-19F,Property,42.0
3759,40-49F,Property,9.0
3760,40-49F,Property,1.0
3761,50-59M,Property,9.0
3763,40-49M,Property,24.0
3764,10-19M,Property,242.0
3765,40-49F,Property,153.0
3766,50-59M,Property,17.0
3767,50-59F,Property,36.0
3770,50-59M,Property,64.0
3775,40-49M,Property,68.0
3777,50-59F,Property,245.0
3778,50-59F,Property,5.0
3779,60-69F,Property,23.0
3781,10-19M,Property,83.0
3782,40-49F,Property,180.0
3783,40-49F,Property,51.0
3785,0-9F,Property,2.0
3786,50-59M,Property,27.0
3787,50-59M,Property,16.0
3788,40-49F,Property,56.0
3789,50-59F,Property,8.0
3791,50-59M,Property,11.0
3792,50-59F,Property,22.0
3793,40-49F,Property,73.0
3795,10-19M,Property,35.0
3796,10-19M,Property,190.0
3797,40-49F,Property,86.0
3799,40-49F,Property,141.0
3800,20-29M,Property,
3802,50-59F,Property,588.0
3803,20-29F,Property,514.0
3804,10-19M,Property,186.0
3805,10-19M,Property,2235.0
3806,40-49F,Property,1279.0
3807,40-49F,Property,225.0
3808,40-49F,Property,37.0
3809,20-29F,Property,266.0
3810,0-9M,Property,1933.0
3812,10-19F,Property,31.0
3813,40-49M,Property,18.0
3814,10-19F,Property,48.0
3815,40-49M,Property,63.0
3816,10-19M,Property,73.0
3818,0-9M,Property,429.0
3820,10-19M,Property,668.0
3821,40-49F,Property,59.0
3822,40-49F,Property,20.0
3823,50-59F,Property,48.0
3824,50-59F,Property,168.0
3825,50-59M,Property,1427.0
3831,10-19M,Property,27.0
3832,50-59M,Property,
3833,60-69M,Property,28.0
3835,50-59F,Property,22.0
3840,10-19M,Property,1700.0
3842,20-29F,Property,238.0
3844,40-49F,Property,1721.0
3847,50-59F,Property,70.0
3850,10-19M,Property,1150.0
3851,30-39M,Property,177.0
3852,20-29M,Property,
3854,50-59M,Property,32.0
3856,50-59M,Property,11.0
3857,10-19F,Property,10.0
3858,60-69M,Property,134.0
3859,10-19M,Property,18.0
3860,50-59F,Property,257.0
3862,50-59F,Property,59.0
3864,50-59M,Property,5.0
3865,50-59F,Property,5.0
3869,50-59F,Property,35.0
3870,50-59F,Property,29.0
3871,50-59F,Property,62.0
3873,50-59F,Property,10.0
3874,50-59M,Property,18.0
3875,50-59F,Property,918.0
3878,60-69F,Property,5.0
3880,60-69F,Property,80.0
3882,60-69M,Property,13.0
3885,50-59F,Property,43.0
3886,0-9M,Property,6.0
3887,50-59M,Property,21.0
3888,60-69M,Property,139.0
3889,50-59M,Property,6.0
3890,40-49F,Property,18.0
3891,50-59F,Property,8.0
3892,60-69M,Property,21.0
3895,50-59M,Property,
3896,50-59M,Property,8.0
3898,60-69M,Property,8.0
3900,60-69M,Property,7.0
3902,60-69M,Property,3.0
3903,60-69M,Property,14.0
3904,60-69M,Property,23.0
3909,60-69F,Property,483.0
3910,40-49F,Property,701.0
3911,40-49F,Property,140.0
3912,40-49F,Property,412.0
3913,10-19M,Property,125.0
3915,20-29F,Property,843.0
3916,50-59M,Property,48.0
3918,10-19M,Property,97.0
3919,40-49M,Property,118.0
3920,20-29M,Property,2.0
3921,0-9F,Property,
3922,60-69F,Property,273.0
3923,60-69F,Property,8.0
3925,60-69F,Property,87.0
3926,50-59F,Property,57.0
3927,60-69F,Property,20.0
3928,60-69M,Property,6.0
3929,60-69F,Property,83.0
3930,40-49F,Property,387.0
3931,60-69F,Property,943.0
3933,50-59M,Property,30.0
3934,40-49F,Property,287.0
3936,60-69F,Property,331.0
3937,50-59F,Property,43.0
3938,60-69F,Property,60.0
3939,60-69F,Property,789.0
3940,70-79F,Property,126.0
3941,60-69F,Property,678.0
3942,60-69F,Property,103.0
3943,60-69F,Property,108.0
3944,60-69F,Property,50.0
3945,50-59M,Property,20.0
3950,50-59F,Property,122.0
3951,50-59F,Property,12.0
3953,50-59F,Property,217.0
3954,40-49F,Property,2.0
3956,60-69M,Property,70.0
3957,0-9F,Property,2.0
3958,60-69M,Property,2.0
3959,60-69F,Property,10.0
3960,50-59F,Property,42.0
3962,60-69M,Property,18.0
3965,60-69M,Property,13.0
3966,60-69M,Property,9.0
3971,60-69M,Property,154.0
3975,30-39M,Property,329.0
3976,10-19M,Property,627.0
3977,0-9M,Property,2979.0
3978,50-59M,Property,171.0
3979,50-59F,Property,2.0
3980,40-49M,Property,86.0
3981,10-19M,Property,140.0
3984,60-69F,Property,177.0
3987,10-19F,Property,13.0
3988,0-9M,Property,12.0
3991,50-59F,Property,31.0
3992,50-59F,Property,6.0
3995,50-59F,Property,523.0
3996,60-69F,Property,206.0
